name,time,Alcohol
Al_cohol,1709712117483922593,1.00
Al_cohol,1709712122346416826,0.00
Al_cohol,1709712127363110297,1.00
Al_cohol,1709712132352601921,1.00
Al_cohol,1709712137414048658,1.00
Al_cohol,1709712142381282833,1.00
Al_cohol,1709712147377486103,0.00
Al_cohol,1709712152396807020,1.00
Al_cohol,1709712157477867338,1.00
Al_cohol,1709712162452044651,0.00
Al_cohol,1709712167435433647,1.00
Al_cohol,1709712172456951096,1.00
Al_cohol,1709712177524743443,1.00
Al_cohol,1709712182492980900,1.00
Al_cohol,1709712187488538965,1.00
Al_cohol,1709712192500851304,0.00
Al_cohol,1709712197587353021,0.00
Al_cohol,1709712202562545965,1.00
Al_cohol,1709712207581506103,1.00
Al_cohol,1709712212570235184,0.00
Al_cohol,1709712217930542992,1.00
Al_cohol,1709712222680798727,1.00
Al_cohol,1709712227680215496,0.00
Al_cohol,1709712232771266038,0.00
Al_cohol,1709712237785300455,0.00
Al_cohol,1709712242748450471,1.00
Al_cohol,1709712247791250948,0.00
Al_cohol,1709712252779885935,1.00
Al_cohol,1709712257840189367,1.00
Al_cohol,1709712262839945864,1.00
Al_cohol,1709712267869841039,0.00
Al_cohol,1709712272813843026,0.00
Al_cohol,1709712277880784819,0.00
Al_cohol,1709712282827701509,1.00
Al_cohol,1709712287943683647,1.00
Al_cohol,1709712292860268125,0.00
Al_cohol,1709712297914158578,1.00
Al_cohol,1709712302874312580,1.00
Al_cohol,1709712307896466658,0.00
Al_cohol,1709712312915624060,1.00
Al_cohol,1709712317980486621,0.00
Al_cohol,1709712322886872803,1.00
Al_cohol,1709712328046781040,1.00
Al_cohol,1709712332901124377,0.00
Al_cohol,1709712337968949740,1.00
Al_cohol,1709712342933718621,1.00
Al_cohol,1709712347940950948,0.00
Al_cohol,1709712352959811416,1.00
Al_cohol,1709712357948775835,0.00
Al_cohol,1709712362983533329,1.00
Al_cohol,1709712368009441088,1.00
Al_cohol,1709712373041741217,1.00
Al_cohol,1709712378115885731,1.00
Al_cohol,1709712383070035049,1.00
Al_cohol,1709712388053031485,1.00
Al_cohol,1709712393095129930,1.00
Al_cohol,1709712398144161422,1.00
Al_cohol,1709712403099153188,1.00
Al_cohol,1709712408167949617,1.00
Al_cohol,1709712413108481596,1.00
Al_cohol,1709712418248336456,0.00
Al_cohol,1709712423192141322,0.00
Al_cohol,1709712428201967245,0.00
Al_cohol,1709712433196815270,1.00
Al_cohol,1709712438222366192,1.00
Al_cohol,1709712443210297176,1.00
Al_cohol,1709712448231647250,0.00
Al_cohol,1709712453241736190,0.00
Al_cohol,1709712458279864021,1.00
Al_cohol,1709712463228535039,0.00
Al_cohol,1709712468209015099,1.00
Al_cohol,1709712473226244710,0.00
Al_cohol,1709712478251702003,1.00
Al_cohol,1709712483208320724,1.00
Al_cohol,1709712488266134546,0.00
Al_cohol,1709712493288592856,1.00
Al_cohol,1709712498501474995,1.00
Al_cohol,1709712503319632492,0.00
Al_cohol,1709712508262010150,1.00
Al_cohol,1709712513252786243,1.00
Al_cohol,1709712518444180155,0.00
Al_cohol,1709712523313084128,0.00
Al_cohol,1709712528309134452,0.00
Al_cohol,1709712533298386916,0.00
Al_cohol,1709712538352564293,1.00
Al_cohol,1709712543329651034,1.00
Al_cohol,1709712548333781513,0.00
Al_cohol,1709712553319419781,0.00
Al_cohol,1709712558544117923,1.00
Al_cohol,1709712563424204563,1.00
Al_cohol,1709712568423727828,1.00
Al_cohol,1709712573439789072,1.00
Al_cohol,1709712578515210604,1.00
Al_cohol,1709712583492411180,1.00
Al_cohol,1709712588509792030,1.00
Al_cohol,1709712593500973759,0.00
Al_cohol,1709712598710015351,1.00
Al_cohol,1709712603576265076,1.00
Al_cohol,1709712608584814818,1.00
Al_cohol,1709712613589738153,1.00
Al_cohol,1709712618709384580,0.00
Al_cohol,1709712623684161241,1.00
Al_cohol,1709712628699162240,1.00
Al_cohol,1709712633608999643,1.00
Al_cohol,1709712639135345365,1.00
Al_cohol,1709712643629605110,0.00
Al_cohol,1709712648656645012,1.00
Al_cohol,1709712653645318058,1.00
Al_cohol,1709712658847012380,0.00
Al_cohol,1709712663759537285,0.00
Al_cohol,1709712668743614693,1.00
Al_cohol,1709712673733755050,1.00
Al_cohol,1709712679012494080,0.00
Al_cohol,1709712683799646922,0.00
Al_cohol,1709712688810095758,0.00
Al_cohol,1709712693811253304,1.00
Al_cohol,1709712698915949537,0.00
Al_cohol,1709712703865571707,1.00
Al_cohol,1709712708869424644,0.00
Al_cohol,1709712713870638777,0.00
Al_cohol,1709712719080309819,0.00
Al_cohol,1709712723969166462,1.00
Al_cohol,1709712728996705418,1.00
Al_cohol,1709712733982933515,1.00
Al_cohol,1709712739126775603,1.00
Al_cohol,1709712744050205588,1.00
Al_cohol,1709712749040966834,1.00
Al_cohol,1709712754036447335,0.00
Al_cohol,1709712759075556697,0.00
Al_cohol,1709712764069225471,0.00
Al_cohol,1709712769078243270,0.00
Al_cohol,1709712774085557472,1.00
Al_cohol,1709712779317469744,1.00
Al_cohol,1709712784133060999,1.00
Al_cohol,1709712789171718505,1.00
Al_cohol,1709712794158947257,1.00
Al_cohol,1709712799402541877,1.00
Al_cohol,1709712804292544361,1.00
Al_cohol,1709712809324537275,1.00
Al_cohol,1709712814324266864,1.00
Al_cohol,1709712819427288368,1.00
Al_cohol,1709712824357850747,0.00
Al_cohol,1709712829398175913,1.00
Al_cohol,1709712834418768042,1.00
Al_cohol,1709712839441288547,0.00
Al_cohol,1709712844413773161,0.00
Al_cohol,1709712849464998648,1.00
Al_cohol,1709712854461239088,0.00
Al_cohol,1709712859492751168,1.00
Al_cohol,1709712864486182438,0.00
Al_cohol,1709712869483912548,0.00
Al_cohol,1709712874489157116,1.00
Al_cohol,1709712879506983268,0.00
Al_cohol,1709712884462068141,0.00
Al_cohol,1709712889537112548,1.00
Al_cohol,1709712894513768252,0.00
Al_cohol,1709712899601603717,1.00
Al_cohol,1709712904549244941,1.00
Al_cohol,1709712909538206646,0.00
Al_cohol,1709712914611723273,1.00
Al_cohol,1709712919638239578,1.00
Al_cohol,1709712924658844537,0.00
Al_cohol,1709712929666505873,1.00
Al_cohol,1709712934641392586,0.00
Al_cohol,1709712939696597719,0.00
Al_cohol,1709712944660257000,1.00
Al_cohol,1709712949714479679,1.00
Al_cohol,1709712954715726528,0.00
Al_cohol,1709712959737788537,1.00
Al_cohol,1709712964692578914,0.00
Al_cohol,1709712969775963806,0.00
Al_cohol,1709712974758945469,1.00
Al_cohol,1709712979756760274,0.00
Al_cohol,1709712984801632736,1.00
Al_cohol,1709712989769502909,0.00
Al_cohol,1709712994769392802,1.00
Al_cohol,1709712999809339169,0.00
Al_cohol,1709713004841381904,1.00
Al_cohol,1709713009841432306,0.00
Al_cohol,1709713014868533116,1.00
Al_cohol,1709713019907446241,0.00
Al_cohol,1709713025072644147,0.00
Al_cohol,1709713029891699866,1.00
Al_cohol,1709713034962538590,0.00
Al_cohol,1709713039900652279,1.00
Al_cohol,1709713044897726986,0.00
Al_cohol,1709713049897275017,0.00
Al_cohol,1709713054906704638,1.00
Al_cohol,1709713060028881412,1.00
Al_cohol,1709713064930523912,1.00
Al_cohol,1709713070013453471,0.00
Al_cohol,1709713075002519216,0.00
Al_cohol,1709713080042763235,1.00
Al_cohol,1709713085091510513,1.00
Al_cohol,1709713090098701626,1.00
Al_cohol,1709713095120896194,1.00
Al_cohol,1709713100222415382,0.00
Al_cohol,1709713105159900124,1.00
Al_cohol,1709713110171430434,1.00
Al_cohol,1709713115222161283,1.00
Al_cohol,1709713120366153284,1.00
Al_cohol,1709713125300143855,0.00
Al_cohol,1709713130293269349,0.00
Al_cohol,1709713135297737889,0.00
Al_cohol,1709713140308487610,1.00
Al_cohol,1709713145348916901,0.00
Al_cohol,1709713150351489447,1.00
Al_cohol,1709713155312793432,1.00
Al_cohol,1709713160308336300,0.00
Al_cohol,1709713165346123866,1.00
Al_cohol,1709713170381594768,0.00
Al_cohol,1709713175350223779,1.00
Al_cohol,1709713180394216896,1.00
Al_cohol,1709713185358458307,1.00
Al_cohol,1709713190421491066,1.00
Al_cohol,1709713195448253171,1.00
Al_cohol,1709713200492277216,0.00
Al_cohol,1709713205494429369,0.00
Al_cohol,1709713210460354617,0.00
Al_cohol,1709713215516303108,0.00
Al_cohol,1709713220581700516,0.00
Al_cohol,1709713225554198450,0.00
Al_cohol,1709713230555671368,1.00
Al_cohol,1709713235535759937,1.00
Al_cohol,1709713240584710446,0.00
Al_cohol,1709713245574699276,1.00
Al_cohol,1709713250605585740,1.00
Al_cohol,1709713255602983989,0.00
Al_cohol,1709713260860313885,1.00
Al_cohol,1709713265722621584,0.00
Al_cohol,1709713270775068640,1.00
Al_cohol,1709713275708913148,0.00
Al_cohol,1709713280738247131,0.00
Al_cohol,1709713285719093465,0.00
Al_cohol,1709713290708678960,1.00
Al_cohol,1709713295729758713,1.00
Al_cohol,1709713300777250841,1.00
Al_cohol,1709713305741536651,1.00
Al_cohol,1709713310796889923,1.00
Al_cohol,1709713315769220708,1.00
Al_cohol,1709713320836893573,1.00
Al_cohol,1709713325770274901,0.00
Al_cohol,1709713330775468168,1.00
Al_cohol,1709713335823977441,0.00
Al_cohol,1709713340922761012,1.00
Al_cohol,1709713345893906152,0.00
Al_cohol,1709713350873016853,0.00
Al_cohol,1709713355898795632,0.00
Al_cohol,1709713360873531844,0.00
Al_cohol,1709713365903537468,1.00
Al_cohol,1709713371072716153,1.00
Al_cohol,1709713375953415512,0.00
Al_cohol,1709713380999305165,1.00
Al_cohol,1709713385963219877,0.00
Al_cohol,1709713391266096112,0.00
Al_cohol,1709713396016127675,0.00
Al_cohol,1709713401050155516,1.00
Al_cohol,1709713406022339792,0.00
Al_cohol,1709713411072609507,1.00
Al_cohol,1709713416044204279,1.00
Al_cohol,1709713421124600788,1.00
Al_cohol,1709713426041517696,0.00
Al_cohol,1709713431113817929,0.00
Al_cohol,1709713436052721921,1.00
Al_cohol,1709713441363405105,1.00
Al_cohol,1709713446166475721,1.00
Al_cohol,1709713451166248517,0.00
Al_cohol,1709713456101303298,1.00
Al_cohol,1709713461142959712,1.00
Al_cohol,1709713466119060251,1.00
Al_cohol,1709713471130759569,0.00
Al_cohol,1709713476144889074,0.00
Al_cohol,1709713481310454894,1.00
Al_cohol,1709713486175299038,0.00
Al_cohol,1709713491186887022,0.00
Al_cohol,1709713496172021507,0.00
Al_cohol,1709713501361669696,0.00
Al_cohol,1709713506248991042,1.00
Al_cohol,1709713511346064297,0.00
Al_cohol,1709713516255048711,0.00
Al_cohol,1709713521371329834,1.00
Al_cohol,1709713526354562370,1.00
Al_cohol,1709713531356185402,1.00
Al_cohol,1709713536359462307,0.00
Al_cohol,1709713541458429858,0.00
Al_cohol,1709713546402514515,1.00
Al_cohol,1709713551409426533,1.00
Al_cohol,1709713556416312634,1.00
Al_cohol,1709713561505168448,0.00
Al_cohol,1709713566479075895,1.00
Al_cohol,1709713571484797274,1.00
Al_cohol,1709713576485128132,1.00
Al_cohol,1709713581552054174,1.00
Al_cohol,1709713586529395799,1.00
Al_cohol,1709713591550817788,0.00
Al_cohol,1709713596560796679,1.00
Al_cohol,1709713601610221007,0.00
Al_cohol,1709713606572986025,1.00
Al_cohol,1709713611614969579,0.00
Al_cohol,1709713616596567480,1.00
Al_cohol,1709713621696562724,1.00
Al_cohol,1709713626645696767,0.00
Al_cohol,1709713631652278699,1.00
Al_cohol,1709713636637831681,1.00
Al_cohol,1709713641765535815,0.00
Al_cohol,1709713646684254524,1.00
Al_cohol,1709713651698841691,0.00
Al_cohol,1709713656678180213,1.00
Al_cohol,1709713661729346953,0.00
Al_cohol,1709713666695431154,1.00
Al_cohol,1709713671694876815,0.00
Al_cohol,1709713676705526114,0.00
Al_cohol,1709713681818681639,0.00
Al_cohol,1709713686789244991,1.00
Al_cohol,1709713691802351205,1.00
Al_cohol,1709713696794965131,0.00
Al_cohol,1709713701827628676,0.00
Al_cohol,1709713706791507994,0.00
Al_cohol,1709713711835629517,0.00
Al_cohol,1709713716805069921,1.00
Al_cohol,1709713721868677954,1.00
Al_cohol,1709713726855324453,0.00
Al_cohol,1709713731879699157,1.00
Al_cohol,1709713736842751630,0.00
Al_cohol,1709713741965334559,1.00
Al_cohol,1709713746913503783,1.00
Al_cohol,1709713751906481926,1.00
Al_cohol,1709713756928949388,1.00
Al_cohol,1709713761962093590,1.00
Al_cohol,1709713766937683366,0.00
Al_cohol,1709713771966432562,1.00
Al_cohol,1709713776940709439,0.00
Al_cohol,1709713781998446584,1.00
Al_cohol,1709713786985094111,0.00
Al_cohol,1709713791989415138,0.00
Al_cohol,1709713796974925564,1.00
Al_cohol,1709713802018765584,1.00
Al_cohol,1709713807012772755,0.00
Al_cohol,1709713812011668069,1.00
Al_cohol,1709713816993499572,1.00
Al_cohol,1709713822146016283,1.00
Al_cohol,1709713827102376920,1.00
Al_cohol,1709713832127343905,0.00
Al_cohol,1709713837110041531,0.00
Al_cohol,1709713842192029254,0.00
Al_cohol,1709713847135813125,0.00
Al_cohol,1709713852136353979,0.00
Al_cohol,1709713857149562289,1.00
Al_cohol,1709713862193076343,1.00
Al_cohol,1709713867174010886,0.00
Al_cohol,1709713872164780330,0.00
Al_cohol,1709713877191683404,0.00
Al_cohol,1709713882358367727,1.00
Al_cohol,1709713887315226044,0.00
Al_cohol,1709713892320060898,1.00
Al_cohol,1709713897246015125,0.00
Al_cohol,1709713902510603488,1.00
Al_cohol,1709713907321238375,0.00
Al_cohol,1709713912350742189,0.00
Al_cohol,1709713917360649784,0.00
Al_cohol,1709713922451838174,1.00
Al_cohol,1709713927371656735,1.00
Al_cohol,1709713932380631587,1.00
Al_cohol,1709713937391753208,0.00
Al_cohol,1709713942433213448,0.00
Al_cohol,1709713947420028168,1.00
Al_cohol,1709713952429162947,1.00
Al_cohol,1709713957421967578,1.00
Al_cohol,1709713962625718025,0.00
Al_cohol,1709713967503747042,1.00
Al_cohol,1709713972507833165,0.00
Al_cohol,1709713977506130268,0.00
Al_cohol,1709713982494813864,1.00
Al_cohol,1709713987496009636,1.00
Al_cohol,1709713992515875411,0.00
Al_cohol,1709713997481439867,0.00
Al_cohol,1709714002720178377,1.00
Al_cohol,1709714007605273290,0.00
Al_cohol,1709714012603847553,0.00
Al_cohol,1709714017601640372,1.00
Al_cohol,1709714022733089973,1.00
Al_cohol,1709714027635167767,1.00
Al_cohol,1709714032658282732,0.00
Al_cohol,1709714037642787633,1.00
Al_cohol,1709714042963766571,1.00
Al_cohol,1709714047758157510,1.00
Al_cohol,1709714052761404034,0.00
Al_cohol,1709714057685871565,1.00
Al_cohol,1709714062796353525,0.00
Al_cohol,1709714067729034103,0.00
Al_cohol,1709714072742513421,1.00
Al_cohol,1709714077713764300,1.00
Al_cohol,1709714082786996770,1.00
Al_cohol,1709714087779077134,1.00
Al_cohol,1709714092777764056,0.00
Al_cohol,1709714097785805617,1.00
Al_cohol,1709714102939406656,1.00
Al_cohol,1709714107849097952,0.00
Al_cohol,1709714112860944011,1.00
Al_cohol,1709714117852565022,0.00
Al_cohol,1709714122913542918,1.00
Al_cohol,1709714127893270661,0.00
Al_cohol,1709714132888239778,1.00
Al_cohol,1709714137886663166,0.00
Al_cohol,1709714143069513528,0.00
Al_cohol,1709714147952564939,1.00
Al_cohol,1709714152976792679,1.00
Al_cohol,1709714157988426854,0.00
Al_cohol,1709714163169717291,0.00
Al_cohol,1709714168030208460,1.00
Al_cohol,1709714173043029459,0.00
Al_cohol,1709714178028314740,1.00
Al_cohol,1709714183103082609,1.00
Al_cohol,1709714188070081775,0.00
Al_cohol,1709714193082618724,0.00
Al_cohol,1709714198073726480,0.00
Al_cohol,1709714203237902516,0.00
Al_cohol,1709714208222824234,1.00
Al_cohol,1709714213200679129,1.00
Al_cohol,1709714218195634683,1.00
Al_cohol,1709714223292348566,1.00
Al_cohol,1709714228254893785,0.00
Al_cohol,1709714233270133672,0.00
Al_cohol,1709714238256651347,1.00
Al_cohol,1709714243455242750,1.00
Al_cohol,1709714248322829414,1.00
Al_cohol,1709714253336906284,1.00
Al_cohol,1709714258325696941,0.00
Al_cohol,1709714263389797084,1.00
Al_cohol,1709714268359761921,0.00
Al_cohol,1709714273594581835,0.00
Al_cohol,1709714278367207049,1.00
Al_cohol,1709714283572462067,1.00
Al_cohol,1709714288478527069,1.00
Al_cohol,1709714293480716008,0.00
Al_cohol,1709714298459278277,0.00
Al_cohol,1709714303502357048,0.00
Al_cohol,1709714308516237791,0.00
Al_cohol,1709714313507332546,0.00
Al_cohol,1709714318496590554,0.00
Al_cohol,1709714323637476561,1.00
Al_cohol,1709714328555489134,0.00
Al_cohol,1709714333581270389,1.00
Al_cohol,1709714338583475920,0.00
Al_cohol,1709714343651854932,1.00
Al_cohol,1709714348590675410,1.00
Al_cohol,1709714353594345411,1.00
Al_cohol,1709714358609849882,0.00
Al_cohol,1709714363807425700,1.00
Al_cohol,1709714368693345274,1.00
Al_cohol,1709714373718090322,1.00
Al_cohol,1709714378697659584,0.00
Al_cohol,1709714384084922725,1.00
Al_cohol,1709714388769869929,0.00
Al_cohol,1709714393778843283,0.00
Al_cohol,1709714398787368551,1.00
Al_cohol,1709714403957363207,1.00
Al_cohol,1709714408930415969,1.00
Al_cohol,1709714413881098129,1.00
Al_cohol,1709714418873385727,1.00
Al_cohol,1709714424090055882,0.00
Al_cohol,1709714428970573061,1.00
Al_cohol,1709714433929691957,1.00
Al_cohol,1709714438868628174,1.00
Al_cohol,1709714444008897497,1.00
Al_cohol,1709714448921674982,1.00
Al_cohol,1709714453900022976,1.00
Al_cohol,1709714458879488308,0.00
Al_cohol,1709714464001445136,0.00
Al_cohol,1709714468981322852,1.00
Al_cohol,1709714474007354812,1.00
Al_cohol,1709714478978101471,0.00
Al_cohol,1709714484116467762,0.00
Al_cohol,1709714489093836031,1.00
Al_cohol,1709714494089404414,1.00
Al_cohol,1709714499112925675,1.00
Al_cohol,1709714504178624979,1.00
Al_cohol,1709714509142410525,0.00
Al_cohol,1709714514135342910,0.00
Al_cohol,1709714519132425974,0.00
Al_cohol,1709714524324182528,0.00
Al_cohol,1709714529221381529,1.00
Al_cohol,1709714534230841528,1.00
Al_cohol,1709714539219735164,0.00
Al_cohol,1709714544324070995,1.00
Al_cohol,1709714549293763898,1.00
Al_cohol,1709714554306418855,0.00
Al_cohol,1709714559340401482,0.00
Al_cohol,1709714564554558778,0.00
Al_cohol,1709714569410212426,0.00
Al_cohol,1709714574434683550,1.00
Al_cohol,1709714579423113571,0.00
Al_cohol,1709714584523386509,1.00
Al_cohol,1709714589454103966,1.00
Al_cohol,1709714594472929435,1.00
Al_cohol,1709714599438729369,0.00
Al_cohol,1709714604496604608,1.00
Al_cohol,1709714609487184620,1.00
Al_cohol,1709714614497053762,1.00
Al_cohol,1709714619513068177,0.00
Al_cohol,1709714624702841827,0.00
Al_cohol,1709714630273429936,1.00
Al_cohol,1709714635195531374,1.00
Al_cohol,1709714640179954822,1.00
Al_cohol,1709714645220071737,0.00
Al_cohol,1709714650186247390,0.00
Al_cohol,1709714655250601158,1.00
Al_cohol,1709714660194594330,1.00
Al_cohol,1709714665205161492,1.00
Al_cohol,1709714670192312411,0.00
Al_cohol,1709714675192684701,0.00
Al_cohol,1709714680192144193,1.00
Al_cohol,1709714685219944955,1.00
Al_cohol,1709714690208952077,1.00
Al_cohol,1709714695207503748,0.00
Al_cohol,1709714700204755121,0.00
Al_cohol,1709714708139905385,1.00
Al_cohol,1709714713087703998,0.00
Al_cohol,1709714718061245498,1.00
Al_cohol,1709714723088102078,0.00
Al_cohol,1709714728094047786,1.00
Al_cohol,1709714733084505539,0.00
Al_cohol,1709714738078164614,1.00
Al_cohol,1709714743122461996,0.00
Al_cohol,1709714748169328773,1.00
Al_cohol,1709714753180600874,1.00
Al_cohol,1709714758192581484,1.00
Al_cohol,1709714763188187007,0.00
Al_cohol,1709714768244241361,1.00
Al_cohol,1709714773222644890,0.00
Al_cohol,1709714778259873135,0.00
Al_cohol,1709714783309667496,1.00
Al_cohol,1709714788274190983,0.00
Al_cohol,1709714793239723918,0.00
Al_cohol,1709714798281904696,1.00
Al_cohol,1709714803548560516,0.00
Al_cohol,1709714810371033312,0.00
Al_cohol,1709714815384016485,1.00
Al_cohol,1709714820371643846,1.00
Al_cohol,1709714825461075143,1.00
Al_cohol,1709714831812751905,1.00
Al_cohol,1709714836795920006,0.00
Al_cohol,1709714841799693184,1.00
Al_cohol,1709714846807160710,0.00
Al_cohol,1709714851809749510,0.00
Al_cohol,1709714856784943282,1.00
Al_cohol,1709714861776544632,0.00
Al_cohol,1709714866780669550,1.00
Al_cohol,1709714871797010640,0.00
Al_cohol,1709714876787379724,0.00
Al_cohol,1709714881777514199,1.00
Al_cohol,1709714886816727815,0.00
Al_cohol,1709714892038076093,1.00
Al_cohol,1709714896960613981,1.00
Al_cohol,1709714901840468773,1.00
Al_cohol,1709714906847038852,1.00
Al_cohol,1709714912288242855,1.00
Al_cohol,1709714917223735021,0.00
Al_cohol,1709714922224566797,1.00
Al_cohol,1709714927245195527,1.00
Al_cohol,1709714932410857822,0.00
Al_cohol,1709714937349684738,1.00
Al_cohol,1709714942372449128,0.00
Al_cohol,1709714947342454383,1.00
Al_cohol,1709714952396203986,1.00
Al_cohol,1709714957369672894,0.00
Al_cohol,1709714963355986606,1.00
Al_cohol,1709714968318557134,0.00
Al_cohol,1709714973358430500,0.00
Al_cohol,1709714978363342180,1.00
Al_cohol,1709714983341778997,1.00
Al_cohol,1709714988342173083,0.00
Al_cohol,1709714993332831265,1.00
Al_cohol,1709714998326011560,0.00
Al_cohol,1709715003420505680,1.00
Al_cohol,1709715008345565890,1.00
Al_cohol,1709715013349080031,0.00
Al_cohol,1709715018351713006,0.00
Al_cohol,1709715023483980008,0.00
Al_cohol,1709715028450042376,0.00
Al_cohol,1709715033456950917,1.00
Al_cohol,1709715038457942252,1.00
Al_cohol,1709715043596481728,1.00
Al_cohol,1709715048506841788,1.00
Al_cohol,1709715053515158431,1.00
Al_cohol,1709715058504688548,1.00
Al_cohol,1709715063662731955,0.00
Al_cohol,1709715068589980171,0.00
Al_cohol,1709715073702135111,0.00
Al_cohol,1709715078614814543,0.00
Al_cohol,1709715083698071119,0.00
Al_cohol,1709715088658187385,0.00
Al_cohol,1709715093658341283,1.00
Al_cohol,1709715098651872041,0.00
Al_cohol,1709715103823748480,0.00
Al_cohol,1709715108770641296,1.00
Al_cohol,1709715113816439078,0.00
Al_cohol,1709715118715088954,1.00
Al_cohol,1709715123822381587,1.00
Al_cohol,1709715128796023032,1.00
Al_cohol,1709715133845491686,0.00
Al_cohol,1709715138897120740,0.00
Al_cohol,1709715144065709391,1.00
Al_cohol,1709715148913659080,1.00
Al_cohol,1709715153908981745,0.00
Al_cohol,1709715158985003441,0.00
Al_cohol,1709715163959928633,0.00
Al_cohol,1709715169020702490,0.00
Al_cohol,1709715174054187327,0.00
Al_cohol,1709715179007060241,0.00
Al_cohol,1709715184024973282,0.00
Al_cohol,1709715189097180307,0.00
Al_cohol,1709715194070796767,0.00
Al_cohol,1709715199064555969,1.00
Al_cohol,1709715204263511255,0.00
Al_cohol,1709715209137619261,1.00
Al_cohol,1709715214132728005,1.00
Al_cohol,1709715219138019859,1.00
Al_cohol,1709715224177184608,1.00
Al_cohol,1709715229149415766,0.00
Al_cohol,1709715234149607218,1.00
Al_cohol,1709715239140221731,1.00
Al_cohol,1709715244253833076,1.00
Al_cohol,1709715250949141859,1.00
Al_cohol,1709715255977099290,1.00
Al_cohol,1709715261052096435,1.00
Al_cohol,1709715265962624810,1.00
Al_cohol,1709715270967963668,1.00
Al_cohol,1709715275990258187,1.00
Al_cohol,1709715280968186925,1.00
Al_cohol,1709715285983581735,1.00
Al_cohol,1709715290966298886,1.00
Al_cohol,1709715295963938053,1.00
Al_cohol,1709715300955248928,1.00
Al_cohol,1709715305962539007,1.00
Al_cohol,1709715311137878037,1.00
Al_cohol,1709715316105806646,1.00
Al_cohol,1709715321048221346,1.00
Al_cohol,1709715326055152162,1.00
Al_cohol,1709715331179358297,1.00
Al_cohol,1709715336123789527,0.00
Al_cohol,1709715341128703645,0.00
Al_cohol,1709715346128417077,0.00
Al_cohol,1709715351292943782,0.00
Al_cohol,1709715356438248554,1.00
Al_cohol,1709715361347737296,0.00
Al_cohol,1709715366288420862,1.00
Al_cohol,1709715371445672683,1.00
Al_cohol,1709715376418011792,0.00
Al_cohol,1709715381406543907,1.00
Al_cohol,1709715386353615714,1.00
Al_cohol,1709715391542575558,1.00
Al_cohol,1709715396537806965,1.00
Al_cohol,1709715401398062105,0.00
Al_cohol,1709715406392462556,0.00
Al_cohol,1709715411685227901,0.00
Al_cohol,1709715416500386831,0.00
Al_cohol,1709715421560516764,1.00
