name,time,Status
Baby_status,1710007330476442414,not crying
Baby_status,1710007335444583662,not crying
Baby_status,1710007340397977618,not crying
Baby_status,1710007345986650519,not crying
Baby_status,1710007350335126628,not crying
Baby_status,1710007355562572721,not crying
Baby_status,1710007360476137862,not crying
Baby_status,1710007366381214565,not crying
Baby_status,1710007370389200916,not crying
Baby_status,1710007375498310802,not crying
Baby_status,1710007380432904964,not crying
Baby_status,1710007386138904766,not crying
Baby_status,1710007390426257318,not crying
Baby_status,1710007395342541779,not crying
Baby_status,1710007400367412353,not crying
Baby_status,1710007406251567733,not crying
Baby_status,1710007410561027849,not crying
Baby_status,1710007416032892191,not crying
Baby_status,1710007420365773546,not crying
Baby_status,1710007426011025205,not crying
Baby_status,1710007430437193743,not crying
Baby_status,1710007435424265697,not crying
Baby_status,1710007440335137583,not crying
Baby_status,1710007446019040734,not crying
Baby_status,1710007450574303103,not crying
Baby_status,1710007455469044056,not crying
Baby_status,1710007460482037070,not crying
Baby_status,1710007466026146256,not crying
Baby_status,1710007470496031514,not crying
Baby_status,1710007475469467249,not crying
Baby_status,1710007480391261529,not crying
Baby_status,1710007486063011841,not crying
Baby_status,1710007490371528634,not crying
Baby_status,1710007495575154485,not crying
Baby_status,1710007500825237300,not crying
Baby_status,1710007506148147469,not crying
Baby_status,1710007510400288014,not crying
Baby_status,1710007515452873435,not crying
Baby_status,1710007520438890437,not crying
Baby_status,1710007526059575560,not crying
Baby_status,1710007530397988256,not crying
Baby_status,1710007535592067205,not crying
Baby_status,1710007540384049117,not crying
Baby_status,1710007546071460968,not crying
Baby_status,1710007550469795111,not crying
Baby_status,1710007555478029967,not crying
Baby_status,1710007561081779167,not crying
Baby_status,1710007566088866373,not crying
Baby_status,1710007570613204870,not crying
Baby_status,1710007575472557569,not crying
Baby_status,1710007580452593273,not crying
Baby_status,1710007586229267482,not crying
Baby_status,1710007590411389357,not crying
Baby_status,1710007595471072787,not crying
Baby_status,1710007600427195769,not crying
Baby_status,1710007606122884794,not crying
Baby_status,1710007610571193573,not crying
Baby_status,1710007615479785404,not crying
Baby_status,1710007620475021033,not crying
Baby_status,1710007626129815975,not crying
Baby_status,1710007630479669646,not crying
Baby_status,1710007635567279030,not crying
Baby_status,1710007640455343565,not crying
Baby_status,1710007646145105930,not crying
Baby_status,1710007650445886800,not crying
Baby_status,1710007655495521219,not crying
Baby_status,1710007660574298459,not crying
Baby_status,1710007666147133119,not crying
Baby_status,1710007670475563739,not crying
Baby_status,1710007675451622516,not crying
Baby_status,1710007680542209185,not crying
Baby_status,1710007686141987176,not crying
Baby_status,1710007690460309852,not crying
Baby_status,1710007695696226538,not crying
Baby_status,1710007700557241560,not crying
Baby_status,1710007706138005068,not crying
Baby_status,1710007710466736002,not crying
Baby_status,1710007715540664891,not crying
Baby_status,1710007720638288238,not crying
Baby_status,1710007726154411840,not crying
Baby_status,1710007730534807298,not crying
Baby_status,1710007735644458720,not crying
Baby_status,1710007740538715119,not crying
Baby_status,1710007746164099210,not crying
Baby_status,1710007750547415296,not crying
Baby_status,1710007755662483916,not crying
Baby_status,1710007760540044378,not crying
Baby_status,1710007766181769066,not crying
Baby_status,1710007770515272942,not crying
Baby_status,1710007775577386832,not crying
Baby_status,1710007780634916088,not crying
Baby_status,1710007786199829446,not crying
Baby_status,1710007790510295046,not crying
Baby_status,1710007795539494889,not crying
Baby_status,1710007800527079637,not crying
Baby_status,1710007806204276744,not crying
Baby_status,1710007810563924834,not crying
Baby_status,1710007815565697839,not crying
Baby_status,1710007820567718268,not crying
Baby_status,1710007826222359569,not crying
Baby_status,1710007830613187520,not crying
Baby_status,1710007835517362899,not crying
Baby_status,1710007844843714052,not crying
Baby_status,1710007849853794301,not crying
Baby_status,1710007854746265515,not crying
Baby_status,1710007860589738440,not crying
Baby_status,1710007865621235973,not crying
Baby_status,1710007870592430466,not crying
Baby_status,1710007876498660038,not crying
Baby_status,1710007880610768831,not crying
Baby_status,1710007885635239210,not crying
Baby_status,1710007890561323641,not crying
Baby_status,1710007896502575317,not crying
Baby_status,1710007900787276670,not crying
Baby_status,1710007905652228110,not crying
Baby_status,1710007910638785501,not crying
Baby_status,1710007916338350590,not crying
Baby_status,1710007921316624684,not crying
Baby_status,1710007926584701864,not crying
Baby_status,1710007932001727486,not crying
Baby_status,1710007936351303914,not crying
Baby_status,1710007941269739821,not crying
Baby_status,1710007946337800050,not crying
Baby_status,1710007952077043388,not crying
Baby_status,1710007956426648959,not crying
Baby_status,1710007961435365712,not crying
Baby_status,1710007966602774147,not crying
Baby_status,1710007971325529260,not crying
Baby_status,1710007976466399313,not crying
Baby_status,1710007981347062798,not crying
Baby_status,1710007986445953492,not crying
Baby_status,1710007992102241607,not crying
Baby_status,1710007996517247518,not crying
Baby_status,1710008001464103303,not crying
Baby_status,1710008006485841809,not crying
Baby_status,1710008012101059517,not crying
Baby_status,1710008016488676399,not crying
Baby_status,1710008021426929957,not crying
Baby_status,1710008026781238115,not crying
Baby_status,1710008031374295579,not crying
Baby_status,1710008036497893875,not crying
Baby_status,1710008041873334507,not crying
Baby_status,1710008046451966304,not crying
Baby_status,1710008052115294036,not crying
Baby_status,1710008056693643109,not crying
Baby_status,1710008061430273507,not crying
Baby_status,1710008066553472285,not crying
Baby_status,1710008072131371191,not crying
Baby_status,1710008076504517865,not crying
Baby_status,1710008081460158188,not crying
Baby_status,1710008086722247391,not crying
Baby_status,1710008092156648128,not crying
Baby_status,1710008096481122099,not crying
Baby_status,1710008101377156231,not crying
Baby_status,1710008106569193978,not crying
Baby_status,1710008112163679272,not crying
Baby_status,1710008116424352528,not crying
Baby_status,1710008121511456965,not crying
Baby_status,1710008126462055325,not crying
Baby_status,1710008131401359685,not crying
Baby_status,1710008136466275931,not crying
Baby_status,1710008141427524137,not crying
Baby_status,1710008146629282344,not crying
Baby_status,1710008152172959712,not crying
Baby_status,1710008156533260995,not crying
Baby_status,1710008161485930965,not crying
Baby_status,1710008166524806997,not crying
Baby_status,1710008172187674562,not crying
Baby_status,1710008176473568758,not crying
Baby_status,1710008181451005715,not crying
Baby_status,1710008186528144148,not crying
Baby_status,1710008192189490691,not crying
Baby_status,1710008196532267826,not crying
Baby_status,1710008201423970091,not crying
Baby_status,1710008206661425521,not crying
Baby_status,1710008211464975888,not crying
Baby_status,1710008216571004807,not crying
Baby_status,1710008221541905028,not crying
Baby_status,1710008226469061173,not crying
Baby_status,1710008232209964230,not crying
Baby_status,1710008236586491008,not crying
Baby_status,1710008241457239403,not crying
Baby_status,1710008246500437465,not crying
Baby_status,1710008252221335925,not crying
Baby_status,1710008256509919724,not crying
Baby_status,1710008261502477147,not crying
Baby_status,1710008266780989083,not crying
Baby_status,1710008272231185432,not crying
Baby_status,1710008276665185864,not crying
Baby_status,1710008281509697069,not crying
Baby_status,1710008286587961336,not crying
Baby_status,1710008291510468025,not crying
Baby_status,1710008296627023670,not crying
Baby_status,1710008301559553049,not crying
Baby_status,1710008306569628372,not crying
Baby_status,1710008312297993112,not crying
Baby_status,1710008316599707137,not crying
Baby_status,1710008321565464237,not crying
Baby_status,1710008326822116775,not crying
Baby_status,1710008331529967503,not crying
Baby_status,1710008336625423325,not crying
Baby_status,1710008341683064417,not crying
Baby_status,1710008346795680817,not crying
Baby_status,1710008351559787918,not crying
Baby_status,1710008356680343838,not crying
Baby_status,1710008361590528176,not crying
Baby_status,1710008366735759694,not crying
Baby_status,1710008371589473345,not crying
Baby_status,1710008376698450811,not crying
Baby_status,1710008381756093705,not crying
Baby_status,1710008386840614677,not crying
Baby_status,1710008391592214562,not crying
Baby_status,1710008396656619854,not crying
Baby_status,1710008401621046186,not crying
Baby_status,1710008406713297738,not crying
Baby_status,1710008412348317310,not crying
Baby_status,1710008416624883747,not crying
Baby_status,1710008421678286422,not crying
Baby_status,1710008426700081057,not crying
Baby_status,1710008432435882607,not crying
Baby_status,1710008436712285169,not crying
Baby_status,1710008441609620802,not crying
Baby_status,1710008446870299092,not crying
Baby_status,1710008451611743289,not crying
Baby_status,1710008456764751249,not crying
Baby_status,1710008461608636143,not crying
Baby_status,1710008467250015538,not crying
Baby_status,1710008472371625476,not crying
Baby_status,1710008476683272850,not crying
Baby_status,1710008481740244000,not crying
Baby_status,1710008486652564804,not crying
Baby_status,1710008492374248245,not crying
Baby_status,1710008496662377877,not crying
Baby_status,1710008501693116822,not crying
Baby_status,1710008506807375647,not crying
Baby_status,1710008512376300363,not crying
Baby_status,1710008516755249917,not crying
Baby_status,1710008521620630441,not crying
Baby_status,1710008526734182998,not crying
Baby_status,1710008532445583061,not crying
Baby_status,1710008536730592549,not crying
Baby_status,1710008541677544754,not crying
Baby_status,1710008547007625120,not crying
Baby_status,1710008552445531520,not crying
Baby_status,1710008556756139888,not crying
Baby_status,1710008561790160575,not crying
Baby_status,1710008566795801903,not crying
Baby_status,1710008572535723532,not crying
Baby_status,1710008576952708009,not crying
Baby_status,1710008581850545257,not crying
Baby_status,1710008586779903949,not crying
Baby_status,1710008592695861624,not crying
Baby_status,1710008597073559406,not crying
Baby_status,1710008601936081717,not crying
Baby_status,1710008606855135684,not crying
Baby_status,1710008612480194184,not crying
Baby_status,1710008616763578927,not crying
Baby_status,1710008621836812089,not crying
Baby_status,1710008626893931416,not crying
Baby_status,1710008631741125282,not crying
Baby_status,1710008636841343251,not crying
Baby_status,1710008642060454190,not crying
Baby_status,1710008646857198119,not crying
Baby_status,1710008652496199327,not crying
Baby_status,1710008656837989399,not crying
Baby_status,1710008661805635008,not crying
Baby_status,1710008666840139212,not crying
Baby_status,1710008672625053668,not crying
Baby_status,1710008676892874366,not crying
Baby_status,1710008681779592715,not crying
Baby_status,1710008686878819913,not crying
Baby_status,1710008692513153742,not crying
Baby_status,1710008696902483195,not crying
Baby_status,1710008701930371109,not crying
Baby_status,1710008706934041729,not crying
Baby_status,1710008712499743250,not crying
Baby_status,1710008716942182511,not crying
Baby_status,1710008721902827066,not crying
Baby_status,1710008726944589430,not crying
Baby_status,1710008732525142530,not crying
Baby_status,1710008737016172918,not crying
Baby_status,1710008741884918170,not crying
Baby_status,1710008746936345151,not crying
Baby_status,1710008752542965408,not crying
Baby_status,1710008756811418570,not crying
Baby_status,1710008761813796332,not crying
Baby_status,1710008766894381863,not crying
Baby_status,1710008772596056765,not crying
Baby_status,1710008777099665316,not crying
Baby_status,1710008781853314705,not crying
Baby_status,1710008786889057775,not crying
Baby_status,1710008791854904771,not crying
Baby_status,1710008796989239625,not crying
Baby_status,1710008801961370676,not crying
Baby_status,1710008806868413507,not crying
Baby_status,1710008812594890851,not crying
Baby_status,1710008816953426520,not crying
Baby_status,1710008821969435856,not crying
Baby_status,1710008826872408349,not crying
Baby_status,1710008832616530049,not crying
Baby_status,1710008836943620372,not crying
Baby_status,1710008841948182925,not crying
Baby_status,1710008847026775373,not crying
Baby_status,1710008852640881806,not crying
Baby_status,1710008857036615461,not crying
Baby_status,1710008862225990551,not crying
Baby_status,1710008866931068423,not crying
Baby_status,1710008872748403777,not crying
Baby_status,1710008877021685168,not crying
Baby_status,1710008882022188506,not crying
Baby_status,1710008886997610273,not crying
Baby_status,1710008892662035450,not crying
Baby_status,1710008897034970877,not crying
Baby_status,1710008901985228850,not crying
Baby_status,1710008906939101932,not crying
Baby_status,1710008912673672965,not crying
Baby_status,1710008917071498174,not crying
Baby_status,1710008922128233458,not crying
Baby_status,1710008926969253180,not crying
Baby_status,1710008932690927404,not crying
Baby_status,1710008937076625019,not crying
Baby_status,1710008942150716676,not crying
Baby_status,1710008947166420741,not crying
Baby_status,1710008952705430139,not crying
Baby_status,1710008957028030058,not crying
Baby_status,1710008962013709178,not crying
Baby_status,1710008967052528794,not crying
Baby_status,1710008972799982793,not crying
Baby_status,1710008977062645446,not crying
Baby_status,1710008982118916962,not crying
Baby_status,1710008987145033192,not crying
Baby_status,1710008992729692279,not crying
Baby_status,1710008997132734123,not crying
Baby_status,1710009002027057450,not crying
Baby_status,1710009007055315959,not crying
Baby_status,1710009012765557154,not crying
Baby_status,1710009017199767149,not crying
Baby_status,1710009022130298535,not crying
Baby_status,1710009027173951441,not crying
Baby_status,1710009032768753147,not crying
Baby_status,1710009037111671239,not crying
Baby_status,1710009042098012945,not crying
Baby_status,1710009047338137436,not crying
Baby_status,1710009052781295953,not crying
Baby_status,1710009057143702762,not crying
Baby_status,1710009062099225028,not crying
Baby_status,1710009067152001079,not crying
Baby_status,1710009072154160346,not crying
Baby_status,1710009077125225341,not crying
