name,time,LPG
L_PG,1709712127362628684,2.00
L_PG,1709712132350584633,1.00
L_PG,1709712137410560226,0.00
L_PG,1709712142379420544,2.00
L_PG,1709712147373821943,1.00
L_PG,1709712152395355929,1.00
L_PG,1709712157476592340,1.00
L_PG,1709712162453042461,1.00
L_PG,1709712167437896246,0.00
L_PG,1709712172455509484,1.00
L_PG,1709712177522730843,0.00
L_PG,1709712182493612044,1.00
L_PG,1709712187486623396,0.00
L_PG,1709712192499318755,2.00
L_PG,1709712197585253129,2.00
L_PG,1709712202560554510,0.00
L_PG,1709712207577871109,2.00
L_PG,1709712212565221599,0.00
L_PG,1709712217924349461,2.00
L_PG,1709712222679243000,1.00
L_PG,1709712227680215549,1.00
L_PG,1709712232769525781,1.00
L_PG,1709712237786337329,0.00
L_PG,1709712242748452502,1.00
L_PG,1709712247788841889,1.00
L_PG,1709712252777796877,1.00
L_PG,1709712257838798067,0.00
L_PG,1709712262838901022,2.00
L_PG,1709712267868845155,1.00
L_PG,1709712272813583860,1.00
L_PG,1709712277881439869,1.00
L_PG,1709712282825014483,0.00
L_PG,1709712287930848307,1.00
L_PG,1709712292858302868,1.00
L_PG,1709712297913129570,2.00
L_PG,1709712302876237889,1.00
L_PG,1709712307897469989,1.00
L_PG,1709712312910455320,1.00
L_PG,1709712317979185738,0.00
L_PG,1709712322885847232,1.00
L_PG,1709712328030245082,0.00
L_PG,1709712332900650784,0.00
L_PG,1709712337967423233,1.00
L_PG,1709712342930985188,2.00
L_PG,1709712347938389546,1.00
L_PG,1709712352960622560,0.00
L_PG,1709712357949843541,1.00
L_PG,1709712362978475839,1.00
L_PG,1709712368008430933,1.00
L_PG,1709712373043052308,0.00
L_PG,1709712378112955633,1.00
L_PG,1709712383068758645,1.00
L_PG,1709712388049974668,0.00
L_PG,1709712393093290663,0.00
L_PG,1709712398139160181,1.00
L_PG,1709712403098385690,0.00
L_PG,1709712408166205610,0.00
L_PG,1709712413106808318,1.00
L_PG,1709712418246156668,1.00
L_PG,1709712423190892783,1.00
L_PG,1709712428200052458,2.00
L_PG,1709712433195757199,1.00
L_PG,1709712438221442496,1.00
L_PG,1709712443208244628,1.00
L_PG,1709712448229660379,1.00
L_PG,1709712453239001456,2.00
L_PG,1709712458275421634,1.00
L_PG,1709712463226863636,2.00
L_PG,1709712468209091557,0.00
L_PG,1709712473221786906,0.00
L_PG,1709712478249910652,2.00
L_PG,1709712483207546975,1.00
L_PG,1709712488266739858,1.00
L_PG,1709712493285785257,2.00
L_PG,1709712498499457134,2.00
L_PG,1709712503317878590,2.00
L_PG,1709712508259243436,2.00
L_PG,1709712513251011663,0.00
L_PG,1709712518442789428,1.00
L_PG,1709712523304433364,0.00
L_PG,1709712528311371114,0.00
L_PG,1709712533297257752,1.00
L_PG,1709712538346704461,1.00
L_PG,1709712543328279266,1.00
L_PG,1709712548332538390,1.00
L_PG,1709712553317599836,1.00
L_PG,1709712558541491887,0.00
L_PG,1709712563423704147,1.00
L_PG,1709712568422814548,1.00
L_PG,1709712573438449283,1.00
L_PG,1709712578513215764,2.00
L_PG,1709712583486879316,2.00
L_PG,1709712588508725210,0.00
L_PG,1709712593499816261,2.00
L_PG,1709712598708795562,1.00
L_PG,1709712603574573674,2.00
L_PG,1709712608582957687,1.00
L_PG,1709712613587234252,0.00
L_PG,1709712618707351928,1.00
L_PG,1709712623683599576,0.00
L_PG,1709712628698361981,1.00
L_PG,1709712633608291623,1.00
L_PG,1709712639136119739,2.00
L_PG,1709712643627606937,1.00
L_PG,1709712648655216994,1.00
L_PG,1709712653643910405,0.00
L_PG,1709712658845414362,1.00
L_PG,1709712663756755884,1.00
L_PG,1709712668741057354,0.00
L_PG,1709712673732921614,1.00
L_PG,1709712679007205705,0.00
L_PG,1709712683797270156,1.00
L_PG,1709712688809200395,1.00
L_PG,1709712693809794609,2.00
L_PG,1709712698913706365,0.00
L_PG,1709712703863502128,1.00
L_PG,1709712708867862355,0.00
L_PG,1709712713869627530,2.00
L_PG,1709712719077292221,1.00
L_PG,1709712723967177404,2.00
L_PG,1709712728994779484,2.00
L_PG,1709712733983543410,1.00
L_PG,1709712739128002684,1.00
L_PG,1709712744047326271,1.00
L_PG,1709712749036800384,1.00
L_PG,1709712754034979004,1.00
L_PG,1709712759075556645,1.00
L_PG,1709712764069593647,2.00
L_PG,1709712769076812283,1.00
L_PG,1709712774084310339,2.00
L_PG,1709712779319812291,0.00
L_PG,1709712784131594232,2.00
L_PG,1709712789172654492,0.00
L_PG,1709712794156144711,2.00
L_PG,1709712799402780522,1.00
L_PG,1709712804296061698,1.00
L_PG,1709712809325655449,0.00
L_PG,1709712814322502128,2.00
L_PG,1709712819426804411,2.00
L_PG,1709712824356614552,2.00
L_PG,1709712829395698210,1.00
L_PG,1709712834418547469,1.00
L_PG,1709712839438383917,2.00
L_PG,1709712844410122596,0.00
L_PG,1709712849463103183,0.00
L_PG,1709712854459656435,2.00
L_PG,1709712859488938260,0.00
L_PG,1709712864485159940,0.00
L_PG,1709712869481483907,2.00
L_PG,1709712874486470507,1.00
L_PG,1709712879502727756,0.00
L_PG,1709712884460040437,0.00
L_PG,1709712889535042969,1.00
L_PG,1709712894508751908,1.00
L_PG,1709712899595170501,1.00
L_PG,1709712904550683167,1.00
L_PG,1709712909535002226,2.00
L_PG,1709712914609814632,0.00
L_PG,1709712919635023700,1.00
L_PG,1709712924664385307,0.00
L_PG,1709712929661952497,1.00
L_PG,1709712934639050351,1.00
L_PG,1709712939695102931,1.00
L_PG,1709712944656727320,1.00
L_PG,1709712949708195630,1.00
L_PG,1709712954708467637,1.00
L_PG,1709712959735213126,1.00
L_PG,1709712964691542978,1.00
L_PG,1709712969775074173,1.00
L_PG,1709712974756898286,2.00
L_PG,1709712979754389967,0.00
L_PG,1709712984803025494,2.00
L_PG,1709712989766669582,2.00
L_PG,1709712994769477490,2.00
L_PG,1709712999805535480,0.00
L_PG,1709713004835144104,0.00
L_PG,1709713009839811997,0.00
L_PG,1709713014867471556,2.00
L_PG,1709713019905914473,0.00
L_PG,1709713025070412901,1.00
L_PG,1709713029888766904,2.00
L_PG,1709713034961023645,1.00
L_PG,1709713039897432025,1.00
L_PG,1709713044896459019,1.00
L_PG,1709713049896289862,2.00
L_PG,1709713054907331303,1.00
L_PG,1709713060026541000,1.00
L_PG,1709713064930579797,1.00
L_PG,1709713070007851191,0.00
L_PG,1709713075000319013,0.00
L_PG,1709713080041059332,0.00
L_PG,1709713085089620621,1.00
L_PG,1709713090101267975,1.00
L_PG,1709713095119906821,2.00
L_PG,1709713100219935231,0.00
L_PG,1709713105159298250,1.00
L_PG,1709713110167213829,1.00
L_PG,1709713115220343370,1.00
L_PG,1709713120368258436,0.00
L_PG,1709713125298952816,1.00
L_PG,1709713130289504461,1.00
L_PG,1709713135296156799,1.00
L_PG,1709713140304764337,2.00
L_PG,1709713145347448831,2.00
L_PG,1709713150347127477,2.00
L_PG,1709713155312449787,2.00
L_PG,1709713160306365158,1.00
L_PG,1709713165345107670,1.00
L_PG,1709713170383357368,2.00
L_PG,1709713175350223883,2.00
L_PG,1709713180390835862,1.00
L_PG,1709713185357586121,1.00
L_PG,1709713190418859874,1.00
L_PG,1709713195447109163,2.00
L_PG,1709713200490280918,1.00
L_PG,1709713205493437652,0.00
L_PG,1709713210458714360,1.00
L_PG,1709713215514913423,1.00
L_PG,1709713220579287100,1.00
L_PG,1709713225548752808,1.00
L_PG,1709713230557126855,2.00
L_PG,1709713235534811852,0.00
L_PG,1709713240579888459,1.00
L_PG,1709713245573222747,1.00
L_PG,1709713250604011659,1.00
L_PG,1709713255600042859,0.00
L_PG,1709713260857393277,1.00
L_PG,1709713265721591988,2.00
L_PG,1709713270776859078,0.00
L_PG,1709713275706580933,2.00
L_PG,1709713280734900582,1.00
L_PG,1709713285717053026,1.00
L_PG,1709713290705480226,1.00
L_PG,1709713295728549845,1.00
L_PG,1709713300775659730,1.00
L_PG,1709713305742287128,2.00
L_PG,1709713310793797703,0.00
L_PG,1709713315767268083,0.00
L_PG,1709713320834842874,0.00
L_PG,1709713325774972710,2.00
L_PG,1709713330774553992,2.00
L_PG,1709713335820932358,2.00
L_PG,1709713340924882960,2.00
L_PG,1709713345890939039,0.00
L_PG,1709713350871737361,2.00
L_PG,1709713355899608556,1.00
L_PG,1709713360869702901,1.00
L_PG,1709713365902364696,0.00
L_PG,1709713371071039731,2.00
L_PG,1709713375950744602,0.00
L_PG,1709713380987562035,0.00
L_PG,1709713385961827052,2.00
L_PG,1709713391264516618,1.00
L_PG,1709713396014560161,0.00
L_PG,1709713401048179300,1.00
L_PG,1709713406021075042,0.00
L_PG,1709713411070617563,1.00
L_PG,1709713416043057759,1.00
L_PG,1709713421124958187,2.00
L_PG,1709713426039813775,0.00
L_PG,1709713431113377300,2.00
L_PG,1709713436053988181,0.00
L_PG,1709713441350726615,1.00
L_PG,1709713446163192517,0.00
L_PG,1709713451170027246,2.00
L_PG,1709713456101850959,2.00
L_PG,1709713461141467669,1.00
L_PG,1709713466117527531,2.00
L_PG,1709713471128575021,1.00
L_PG,1709713476142869631,1.00
L_PG,1709713481308591182,1.00
L_PG,1709713486177185145,1.00
L_PG,1709713491186077484,0.00
L_PG,1709713496171008114,1.00
L_PG,1709713501358273734,1.00
L_PG,1709713506249806360,0.00
L_PG,1709713511343289016,2.00
L_PG,1709713516256321584,0.00
L_PG,1709713521368802056,1.00
L_PG,1709713526353925543,1.00
L_PG,1709713531356185402,1.00
L_PG,1709713536357916880,2.00
L_PG,1709713541457449643,1.00
L_PG,1709713546399428453,1.00
L_PG,1709713551407794804,1.00
L_PG,1709713556413408397,2.00
L_PG,1709713561503866460,0.00
L_PG,1709713566475183006,1.00
L_PG,1709713571485634779,1.00
L_PG,1709713576492193905,2.00
L_PG,1709713581550701353,1.00
L_PG,1709713586528551211,1.00
L_PG,1709713591549431894,2.00
L_PG,1709713596559364952,2.00
L_PG,1709713601610049183,0.00
L_PG,1709713606573397902,2.00
L_PG,1709713611613582071,1.00
L_PG,1709713616592614072,1.00
L_PG,1709713621694548702,1.00
L_PG,1709713626642337113,2.00
L_PG,1709713631650841243,1.00
L_PG,1709713636637831837,0.00
L_PG,1709713641762192204,2.00
L_PG,1709713646685766772,0.00
L_PG,1709713651696526992,2.00
L_PG,1709713656676950467,0.00
L_PG,1709713661731720299,2.00
L_PG,1709713666693475050,1.00
L_PG,1709713671693643788,1.00
L_PG,1709713676701343645,1.00
L_PG,1709713681817905646,2.00
L_PG,1709713686788755874,2.00
L_PG,1709713691799288742,1.00
L_PG,1709713696793331321,0.00
L_PG,1709713701826055491,0.00
L_PG,1709713706790144290,2.00
L_PG,1709713711833710810,1.00
L_PG,1709713716802742463,1.00
L_PG,1709713721869215092,1.00
L_PG,1709713726853841738,2.00
L_PG,1709713731876684456,0.00
L_PG,1709713736841848501,1.00
L_PG,1709713741963846688,2.00
L_PG,1709713746915869574,1.00
L_PG,1709713751905444005,2.00
L_PG,1709713756922320090,0.00
L_PG,1709713761960254884,1.00
L_PG,1709713766932774648,1.00
L_PG,1709713771966970221,1.00
L_PG,1709713776937357811,2.00
L_PG,1709713781997189339,0.00
L_PG,1709713786984240514,2.00
L_PG,1709713791985721477,1.00
L_PG,1709713796975178638,1.00
L_PG,1709713802017047973,1.00
L_PG,1709713807010642590,2.00
L_PG,1709713812008727954,2.00
L_PG,1709713816991687951,1.00
L_PG,1709713822146917224,1.00
L_PG,1709713827100282642,1.00
L_PG,1709713832126668173,1.00
L_PG,1709713837108738610,1.00
L_PG,1709713842188198772,0.00
L_PG,1709713847132573218,0.00
L_PG,1709713852134550275,0.00
L_PG,1709713857150576147,2.00
L_PG,1709713862194412805,1.00
L_PG,1709713867172672705,1.00
L_PG,1709713872163042772,2.00
L_PG,1709713877189222354,2.00
L_PG,1709713882356834961,0.00
L_PG,1709713887314243646,2.00
L_PG,1709713892317652401,0.00
L_PG,1709713897246714086,1.00
L_PG,1709713902507372072,0.00
L_PG,1709713907317499041,0.00
L_PG,1709713912350913075,1.00
L_PG,1709713917359201498,1.00
L_PG,1709713922450002022,2.00
L_PG,1709713927370194335,2.00
L_PG,1709713932378618092,1.00
L_PG,1709713937386138765,2.00
L_PG,1709713942434032825,0.00
L_PG,1709713947420584628,2.00
L_PG,1709713952426702472,2.00
L_PG,1709713957421077784,0.00
L_PG,1709713962625178805,0.00
L_PG,1709713967502373653,2.00
L_PG,1709713972507833217,1.00
L_PG,1709713977502550623,0.00
L_PG,1709713982492234274,2.00
L_PG,1709713987495045311,1.00
L_PG,1709713992517042602,1.00
L_PG,1709713997480183145,2.00
L_PG,1709714002721732027,1.00
L_PG,1709714007603928703,2.00
L_PG,1709714012592342682,2.00
L_PG,1709714017600373911,0.00
L_PG,1709714022730169706,2.00
L_PG,1709714027632845991,1.00
L_PG,1709714032656109967,2.00
L_PG,1709714037643345082,1.00
L_PG,1709714042961460889,1.00
L_PG,1709714047757002768,2.00
L_PG,1709714052759409238,1.00
L_PG,1709714057683149372,2.00
L_PG,1709714062795552794,0.00
L_PG,1709714067727180506,0.00
L_PG,1709714072736958462,1.00
L_PG,1709714077711973151,2.00
L_PG,1709714082787529323,1.00
L_PG,1709714087778020413,1.00
L_PG,1709714092774887957,2.00
L_PG,1709714097781415922,0.00
L_PG,1709714102938640145,1.00
L_PG,1709714107849088212,2.00
L_PG,1709714112859804269,0.00
L_PG,1709714117852959762,2.00
L_PG,1709714122916958654,1.00
L_PG,1709714127892661233,2.00
L_PG,1709714132888799466,2.00
L_PG,1709714137881864824,1.00
L_PG,1709714143068476912,2.00
L_PG,1709714147952564939,1.00
L_PG,1709714152974720749,1.00
L_PG,1709714157984190285,1.00
L_PG,1709714163167506558,1.00
L_PG,1709714168028138405,1.00
L_PG,1709714173042130135,1.00
L_PG,1709714178025892028,1.00
L_PG,1709714183104222038,1.00
L_PG,1709714188066376874,0.00
L_PG,1709714193084887790,1.00
L_PG,1709714198074664659,2.00
L_PG,1709714203237902516,2.00
L_PG,1709714208216554329,2.00
L_PG,1709714213197911573,2.00
L_PG,1709714218193229524,2.00
L_PG,1709714223294153985,2.00
L_PG,1709714228254668837,2.00
L_PG,1709714233268450441,1.00
L_PG,1709714238254690876,1.00
L_PG,1709714243454122697,0.00
L_PG,1709714248322933685,0.00
L_PG,1709714253335322896,2.00
L_PG,1709714258324386731,2.00
L_PG,1709714263388008280,1.00
L_PG,1709714268358073637,0.00
L_PG,1709714273587173337,0.00
L_PG,1709714278365811214,1.00
L_PG,1709714283574422590,1.00
L_PG,1709714288478505558,2.00
L_PG,1709714293469881412,1.00
L_PG,1709714298457346764,1.00
L_PG,1709714303501279287,0.00
L_PG,1709714308513829611,1.00
L_PG,1709714313499343943,2.00
L_PG,1709714318494825136,0.00
L_PG,1709714323636333955,0.00
L_PG,1709714328554119809,0.00
L_PG,1709714333579667106,0.00
L_PG,1709714338580512844,1.00
L_PG,1709714343648801699,0.00
L_PG,1709714348589011346,1.00
L_PG,1709714353595340568,1.00
L_PG,1709714358609849882,1.00
L_PG,1709714363805471792,0.00
L_PG,1709714368690988605,1.00
L_PG,1709714373716479643,1.00
L_PG,1709714378697705521,0.00
L_PG,1709714384081091003,0.00
L_PG,1709714388770655658,1.00
L_PG,1709714393772301038,1.00
L_PG,1709714398785887508,1.00
L_PG,1709714403954635756,0.00
L_PG,1709714408932170085,1.00
L_PG,1709714413875317968,2.00
L_PG,1709714418865401346,0.00
L_PG,1709714424086827494,0.00
L_PG,1709714428967629412,1.00
L_PG,1709714433927249403,2.00
L_PG,1709714438866484267,2.00
L_PG,1709714444008023851,2.00
L_PG,1709714448919795346,1.00
L_PG,1709714453895815786,0.00
L_PG,1709714458878633100,1.00
L_PG,1709714464002716908,2.00
L_PG,1709714468982296394,1.00
L_PG,1709714474003386528,1.00
L_PG,1709714478976357511,1.00
L_PG,1709714484117934585,1.00
L_PG,1709714489092481395,1.00
L_PG,1709714494087366704,0.00
L_PG,1709714499104304472,0.00
L_PG,1709714504176889197,0.00
L_PG,1709714509138229325,2.00
L_PG,1709714514135062649,2.00
L_PG,1709714519129539879,1.00
L_PG,1709714524320429349,1.00
L_PG,1709714529222569029,1.00
L_PG,1709714534230066059,0.00
L_PG,1709714539221129175,1.00
L_PG,1709714544317654899,2.00
L_PG,1709714549292554366,1.00
L_PG,1709714554305114427,1.00
L_PG,1709714559335706688,1.00
L_PG,1709714564555813154,1.00
L_PG,1709714569409285602,1.00
L_PG,1709714574434683654,1.00
L_PG,1709714579420408726,1.00
L_PG,1709714584521104321,1.00
L_PG,1709714589453176674,1.00
L_PG,1709714594466804328,2.00
L_PG,1709714599437754629,0.00
L_PG,1709714604494749138,1.00
L_PG,1709714609484081494,1.00
L_PG,1709714614497210794,0.00
L_PG,1709714619511285936,2.00
L_PG,1709714624701843389,1.00
L_PG,1709714630271815300,2.00
L_PG,1709714635193489602,1.00
L_PG,1709714640179108311,2.00
L_PG,1709714645216189132,1.00
L_PG,1709714650184547494,2.00
L_PG,1709714655248476783,2.00
L_PG,1709714660193320475,0.00
L_PG,1709714665203615763,0.00
L_PG,1709714670190627567,1.00
L_PG,1709714675194107723,1.00
L_PG,1709714680189357577,2.00
L_PG,1709714685217086257,1.00
L_PG,1709714690209799994,0.00
L_PG,1709714695206375518,2.00
L_PG,1709714700203943662,2.00
L_PG,1709714708138154239,1.00
L_PG,1709714713084566966,2.00
L_PG,1709714718061854144,0.00
L_PG,1709714723088679058,0.00
L_PG,1709714728091245754,2.00
L_PG,1709714733082451425,0.00
L_PG,1709714738076032634,2.00
L_PG,1709714743119822673,1.00
L_PG,1709714748167865491,1.00
L_PG,1709714753178608634,0.00
L_PG,1709714758182925858,0.00
L_PG,1709714763190231955,1.00
L_PG,1709714768242343912,2.00
L_PG,1709714773219461973,1.00
L_PG,1709714778256879593,1.00
L_PG,1709714783307623954,2.00
L_PG,1709714788270722805,1.00
L_PG,1709714793240882824,2.00
L_PG,1709714798280298967,1.00
L_PG,1709714803547358485,1.00
L_PG,1709714810368459719,1.00
L_PG,1709714815381351016,0.00
L_PG,1709714820369878325,2.00
L_PG,1709714825457584206,2.00
L_PG,1709714831811797530,2.00
L_PG,1709714836794939537,1.00
L_PG,1709714841798344486,0.00
L_PG,1709714846809392741,1.00
L_PG,1709714851803476541,1.00
L_PG,1709714856784465001,1.00
L_PG,1709714861777120518,1.00
L_PG,1709714866778372571,1.00
L_PG,1709714871794790223,1.00
L_PG,1709714876784714047,1.00
L_PG,1709714881776604147,0.00
L_PG,1709714886814524169,0.00
L_PG,1709714892035434635,0.00
L_PG,1709714896959364919,2.00
L_PG,1709714901838322680,1.00
L_PG,1709714906844681769,2.00
L_PG,1709714912287010668,0.00
L_PG,1709714917221928094,2.00
L_PG,1709714922223498359,1.00
L_PG,1709714927242527559,2.00
L_PG,1709714932408890895,2.00
L_PG,1709714937348261874,2.00
L_PG,1709714942371629388,1.00
L_PG,1709714947341137144,1.00
L_PG,1709714952397092423,2.00
L_PG,1709714957368295967,1.00
L_PG,1709714963357332075,0.00
L_PG,1709714968314777031,0.00
L_PG,1709714973357633000,2.00
L_PG,1709714978360327909,1.00
L_PG,1709714983340312695,2.00
L_PG,1709714988340866625,1.00
L_PG,1709714993329549859,0.00
L_PG,1709714998325837967,0.00
L_PG,1709715003420818180,0.00
L_PG,1709715008342361776,2.00
L_PG,1709715013347219875,1.00
L_PG,1709715018353412276,2.00
L_PG,1709715023483991988,0.00
L_PG,1709715028449083366,1.00
L_PG,1709715033454315605,1.00
L_PG,1709715038455092930,1.00
L_PG,1709715043594300634,0.00
L_PG,1709715048501747778,0.00
L_PG,1709715053512882285,1.00
L_PG,1709715058504696152,1.00
L_PG,1709715063663690601,1.00
L_PG,1709715068588523348,2.00
L_PG,1709715073703636100,1.00
L_PG,1709715078613210637,1.00
L_PG,1709715083698841015,2.00
L_PG,1709715088656792541,0.00
L_PG,1709715093657728679,0.00
L_PG,1709715098647245688,1.00
L_PG,1709715103821097126,1.00
L_PG,1709715108769561973,2.00
L_PG,1709715113817168504,1.00
L_PG,1709715118714005672,1.00
L_PG,1709715123822432160,2.00
L_PG,1709715128793845532,1.00
L_PG,1709715133843965697,2.00
L_PG,1709715138895321001,2.00
L_PG,1709715144064330745,0.00
L_PG,1709715148910935799,1.00
L_PG,1709715153910943568,2.00
L_PG,1709715158977933495,0.00
L_PG,1709715163961023789,0.00
L_PG,1709715169017595095,0.00
L_PG,1709715174051534359,2.00
L_PG,1709715179007030449,1.00
L_PG,1709715184023904428,1.00
L_PG,1709715189095470724,1.00
L_PG,1709715194069727132,0.00
L_PG,1709715199062491543,0.00
L_PG,1709715204257890059,2.00
L_PG,1709715209135762490,2.00
L_PG,1709715214133350193,0.00
L_PG,1709715219136791682,1.00
L_PG,1709715224174507525,1.00
L_PG,1709715229149809568,0.00
L_PG,1709715234148609770,0.00
L_PG,1709715239138543659,0.00
L_PG,1709715244251000056,2.00
L_PG,1709715250948077589,1.00
L_PG,1709715255975904967,2.00
L_PG,1709715261047674040,1.00
L_PG,1709715265962501060,0.00
L_PG,1709715270965948252,2.00
L_PG,1709715275991849958,0.00
L_PG,1709715280967832498,1.00
L_PG,1709715285981333246,1.00
L_PG,1709715290964742116,0.00
L_PG,1709715295962759928,2.00
L_PG,1709715300956039605,0.00
L_PG,1709715305958492290,2.00
L_PG,1709715311136953037,0.00
L_PG,1709715316103375866,0.00
L_PG,1709715321046722701,1.00
L_PG,1709715326053670287,0.00
L_PG,1709715331177480902,2.00
L_PG,1709715336123367756,1.00
L_PG,1709715341127582551,0.00
L_PG,1709715346125580047,2.00
L_PG,1709715351291762272,2.00
L_PG,1709715356436424544,2.00
L_PG,1709715361347150681,1.00
L_PG,1709715366285692633,2.00
L_PG,1709715371445354818,1.00
L_PG,1709715376413127262,0.00
L_PG,1709715381405338022,2.00
L_PG,1709715386350084829,0.00
L_PG,1709715391543140558,1.00
L_PG,1709715396534018997,1.00
L_PG,1709715401396823511,1.00
L_PG,1709715406389482766,1.00
L_PG,1709715411681778683,2.00
L_PG,1709715416498479123,1.00
L_PG,1709715421557752078,1.00
L_PG,1709715426521848233,2.00
L_PG,1709715431610149077,0.00
L_PG,1709715436668680494,1.00
L_PG,1709715441676151921,2.00
L_PG,1709715446607528417,0.00
L_PG,1709715451754271966,1.00
L_PG,1709715456624645966,1.00
L_PG,1709715461633381265,2.00
L_PG,1709715466627434008,1.00
L_PG,1709715471788869914,2.00
L_PG,1709715476713670790,0.00
L_PG,1709715481776530881,0.00
L_PG,1709715486705443511,1.00
L_PG,1709715491934073735,1.00
L_PG,1709715496810911785,2.00
L_PG,1709715501811849366,2.00
L_PG,1709715506823342769,1.00
L_PG,1709715511952399508,1.00
L_PG,1709715516899783909,0.00
L_PG,1709715521905902968,1.00
L_PG,1709715526899469577,1.00
L_PG,1709715532144610930,0.00
L_PG,1709715537072706351,1.00
L_PG,1709715542057978619,1.00
L_PG,1709715547022147241,2.00
L_PG,1709715552059920257,2.00
L_PG,1709715557136455803,0.00
L_PG,1709715562140235900,0.00
L_PG,1709715567043706706,2.00
L_PG,1709715572225800473,2.00
L_PG,1709715577208955349,0.00
L_PG,1709715582194152771,2.00
L_PG,1709715587174363886,0.00
L_PG,1709715592256756831,1.00
L_PG,1709715597183014725,0.00
L_PG,1709715602212004916,1.00
L_PG,1709715607193817672,2.00
L_PG,1709715612463002029,0.00
L_PG,1709715617236567770,2.00
L_PG,1709715622330102860,1.00
L_PG,1709715627243818691,2.00
L_PG,1709715632403144055,2.00
L_PG,1709715637325231226,1.00
L_PG,1709715642399868694,2.00
L_PG,1709715647379860987,2.00
L_PG,1709715652498331395,2.00
L_PG,1709715657467338315,2.00
L_PG,1709715662694250596,0.00
L_PG,1709715668192784063,1.00
L_PG,1709715673144104619,2.00
L_PG,1709715678135891039,1.00
L_PG,1709715683145978332,2.00
L_PG,1709715688146997498,2.00
L_PG,1709715693099159282,2.00
L_PG,1709964475879038153,2.00
L_PG,1709964475978016608,0.00
L_PG,1709964476023278404,1.00
L_PG,1709964476110101023,2.00
L_PG,1709964476156590366,1.00
L_PG,1709964476261005257,2.00
L_PG,1709964476449231060,1.00
L_PG,1709964476645772558,1.00
L_PG,1709964476860300598,0.00
L_PG,1709964477049167023,0.00
L_PG,1709964477258197429,1.00
L_PG,1709964477493658979,1.00
L_PG,1709964478131080363,1.00
L_PG,1709964478313618272,1.00
L_PG,1709964480118969942,2.00
L_PG,1709964480150006639,2.00
L_PG,1710005337759702082,1.00
L_PG,1710005342742055874,0.00
L_PG,1710005347766138684,1.00
L_PG,1710005356724840802,1.00
L_PG,1710005361712627555,2.00
L_PG,1710005366709340318,2.00
L_PG,1710005371720656500,1.00
L_PG,1710005376698166482,0.00
L_PG,1710005381714833954,1.00
L_PG,1710005386711148725,1.00
L_PG,1710005391709747757,1.00
L_PG,1710005396725237427,1.00
L_PG,1710005401709629459,1.00
L_PG,1710005406720595292,1.00
L_PG,1710005411720724307,1.00
L_PG,1710005416743822540,1.00
L_PG,1710005421738537449,2.00
