name,time,Distance
Baby_Distance,1709328556125606484,121
Baby_Distance,1709328557116741990,121
Baby_Distance,1709328558118692162,120
Baby_Distance,1709328559707745598,121
Baby_Distance,1709328560686131744,121
Baby_Distance,1709328561693495808,121
Baby_Distance,1709328562687953099,121
Baby_Distance,1709328563696886227,121
Baby_Distance,1709328564695309857,121
Baby_Distance,1709328565697134874,121
Baby_Distance,1709328566697166214,121
Baby_Distance,1709328567701747215,121
Baby_Distance,1709328568703272464,121
Baby_Distance,1709328569701144830,121
Baby_Distance,1709328570695195252,121
Baby_Distance,1709328571701134656,121
Baby_Distance,1709328572701794314,120
Baby_Distance,1709328573704624952,121
Baby_Distance,1709328574708071947,121
Baby_Distance,1709328575712636753,120
Baby_Distance,1709328576708481109,120
Baby_Distance,1709328577707619927,121
Baby_Distance,1709328578708861600,121
Baby_Distance,1709328579711697852,121
Baby_Distance,1709328580710888773,121
Baby_Distance,1709328581709576579,121
Baby_Distance,1709328582717908333,121
Baby_Distance,1709328583717494583,120
Baby_Distance,1709328584715949807,120
Baby_Distance,1709328585715540185,121
Baby_Distance,1709328586714869947,121
Baby_Distance,1709328587715692934,121
Baby_Distance,1709328588711212268,121
Baby_Distance,1709328589720952652,121
Baby_Distance,1709328590721035143,121
Baby_Distance,1709328591719681037,255
Baby_Distance,1709328592719950936,121
Baby_Distance,1709328593718319761,121
Baby_Distance,1709328594716193909,121
Baby_Distance,1709328595716995439,121
Baby_Distance,1709328596719935761,121
Baby_Distance,1709328597726571533,121
Baby_Distance,1709328598718361740,121
Baby_Distance,1709328599716278264,121
Baby_Distance,1709328600717042014,121
Baby_Distance,1709328601721043715,120
Baby_Distance,1709328602721054931,121
Baby_Distance,1709328603730688898,121
Baby_Distance,1709328604723618458,121
Baby_Distance,1709328605722771158,121
Baby_Distance,1709328606724666188,121
Baby_Distance,1709328607727515853,121
Baby_Distance,1709328608724905928,120
Baby_Distance,1709328609726246919,121
Baby_Distance,1709328610728399265,121
Baby_Distance,1709328611728824129,121
Baby_Distance,1709328612727257503,120
Baby_Distance,1709328613728753779,121
Baby_Distance,1709328614730092302,121
Baby_Distance,1709328615728903140,121
Baby_Distance,1709328616733232487,120
Baby_Distance,1709328617732313180,121
Baby_Distance,1709328618730216752,121
Baby_Distance,1709328619732182281,121
Baby_Distance,1709328620728782332,121
Baby_Distance,1709328621750731953,121
Baby_Distance,1709328622747399308,121
Baby_Distance,1709328623750735633,121
Baby_Distance,1709328624747903622,121
Baby_Distance,1709328625753543121,120
Baby_Distance,1709328626753743602,121
Baby_Distance,1709328627752148372,120
Baby_Distance,1709328628756186285,120
Baby_Distance,1709328629754842264,120
Baby_Distance,1709328630751037588,121
Baby_Distance,1709328631753650999,121
Baby_Distance,1709328632757766437,121
Baby_Distance,1709328633757767847,121
Baby_Distance,1709328634759730603,121
Baby_Distance,1709328635759318695,121
Baby_Distance,1709328636760268658,121
Baby_Distance,1709328637760692173,121
Baby_Distance,1709328638760741737,121
Baby_Distance,1709328639758583667,121
Baby_Distance,1709328640753912547,121
Baby_Distance,1709328641758864440,121
Baby_Distance,1709328642758975018,121
Baby_Distance,1709328643758371127,121
Baby_Distance,1709328644761690601,121
Baby_Distance,1709328645758275440,121
Baby_Distance,1709328646758044429,121
Baby_Distance,1709328647758692116,121
Baby_Distance,1709328648759788296,121
Baby_Distance,1709328649758210854,121
Baby_Distance,1709328650755054574,121
Baby_Distance,1709328651760891572,121
Baby_Distance,1709328652763020320,121
Baby_Distance,1709328653763046849,121
Baby_Distance,1709328654762940572,121
Baby_Distance,1709328655765393815,121
Baby_Distance,1709328656765083644,121
Baby_Distance,1709328657765304882,121
Baby_Distance,1709328659472107072,121
Baby_Distance,1709328659764548321,121
Baby_Distance,1709328660761004811,121
Baby_Distance,1709328661765306096,121
Baby_Distance,1709328662765555748,121
Baby_Distance,1709328663765801240,120
Baby_Distance,1709328664764640704,120
Baby_Distance,1709328665764761989,121
Baby_Distance,1709328667473166225,121
Baby_Distance,1709328667766290608,120
Baby_Distance,1709328668768109034,121
Baby_Distance,1709328669769637363,121
Baby_Distance,1709328670764653242,121
Baby_Distance,1709328671769634476,121
Baby_Distance,1709328672766908736,120
Baby_Distance,1709328673771374203,121
Baby_Distance,1709328675485441239,121
Baby_Distance,1709328675772206459,120
Baby_Distance,1709328676771867861,121
Baby_Distance,1709328677773259413,10
Baby_Distance,1709328679483052193,9
Baby_Distance,1709328679780017560,9
Baby_Distance,1709328680775154639,9
Baby_Distance,1709328681779481663,9
Baby_Distance,1709328683487769646,9
Baby_Distance,1709328683778701362,9
Baby_Distance,1709328684779460041,9
Baby_Distance,1709328685778706287,9
Baby_Distance,1709328687485779680,8
Baby_Distance,1709328687779952995,8
Baby_Distance,1709328688779571651,8
Baby_Distance,1709328689781992169,8
Baby_Distance,1709328691483470220,9
Baby_Distance,1709328691780075765,9
Baby_Distance,1709328692783574521,8
Baby_Distance,1709328693783999449,9
Baby_Distance,1709328695495075390,8
Baby_Distance,1709328695786028791,9
Baby_Distance,1709328696783655316,8
Baby_Distance,1709328697787198942,8
Baby_Distance,1709328699492966413,9
Baby_Distance,1709328699785469759,8
Baby_Distance,1709328700781664022,8
Baby_Distance,1709328701784965797,8
Baby_Distance,1709328703494474686,8
Baby_Distance,1709328703785754816,8
Baby_Distance,1709328704791578830,9
Baby_Distance,1709328705789673732,9
Baby_Distance,1709328707502536958,9
Baby_Distance,1709328707788245569,8
Baby_Distance,1709328708791217799,8
Baby_Distance,1709328709792567806,8
Baby_Distance,1709328711496942373,9
Baby_Distance,1709328711792783684,15
Baby_Distance,1709328712793923499,14
Baby_Distance,1709328713792799167,18
Baby_Distance,1709328715503900810,20
Baby_Distance,1709328715794742159,19
Baby_Distance,1709328716794104663,20
Baby_Distance,1709328717795461846,20
Baby_Distance,1709328719501756159,20
Baby_Distance,1709328719791799290,20
Baby_Distance,1709328720788651414,20
Baby_Distance,1709328721796076443,20
Baby_Distance,1709328723499434299,522
Baby_Distance,1709328723791276904,20
Baby_Distance,1709328724789336228,20
Baby_Distance,1709328725794519105,20
Baby_Distance,1709328727505502780,20
Baby_Distance,1709328727798132052,20
Baby_Distance,1709328728797207067,20
Baby_Distance,1709328729798852955,20
Baby_Distance,1709328731505530234,21
Baby_Distance,1709328731797152956,20
Baby_Distance,1709328732798516310,20
Baby_Distance,1709328733801175701,20
Baby_Distance,1709328735510674350,20
Baby_Distance,1709328735799168192,20
Baby_Distance,1709328736800879011,20
Baby_Distance,1709328737799385220,20
Baby_Distance,1709328739507289173,20
Baby_Distance,1709328739800944030,20
Baby_Distance,1709328740794361067,20
Baby_Distance,1709328741799032777,20
Baby_Distance,1709328743509661330,20
Baby_Distance,1709328743798819867,20
Baby_Distance,1709328744798617352,20
Baby_Distance,1709328745799709677,20
Baby_Distance,1709328747507929424,20
Baby_Distance,1709328747799558993,20
Baby_Distance,1709328748800889925,19
Baby_Distance,1709328749800546758,18
Baby_Distance,1709328751523246708,19
Baby_Distance,1709328751811855155,19
Baby_Distance,1709328752815685882,19
Baby_Distance,1709328753811602290,19
Baby_Distance,1709328755520181736,19
Baby_Distance,1709328755811936263,19
Baby_Distance,1709328756810957977,19
Baby_Distance,1709328757812278536,19
Baby_Distance,1709328759517043351,19
Baby_Distance,1709328759811482919,19
Baby_Distance,1709328760808424665,19
Baby_Distance,1709328761811855490,19
Baby_Distance,1709328762808659122,19
Baby_Distance,1709328763813124481,19
Baby_Distance,1709328764833385008,19
Baby_Distance,1709328765812108089,18
Baby_Distance,1709328767524199225,18
Baby_Distance,1709328767813525762,18
Baby_Distance,1709328768817101151,18
Baby_Distance,1709328769817071098,18
Baby_Distance,1709328771518627435,18
Baby_Distance,1709328771817114650,19
Baby_Distance,1709328772821181200,18
Baby_Distance,1709328773818841805,18
Baby_Distance,1709328775529255567,18
Baby_Distance,1709328775817879775,18
Baby_Distance,1709328776843394441,18
Baby_Distance,1709328777817616823,18
Baby_Distance,1709328779532318923,18
Baby_Distance,1709328779822366618,18
Baby_Distance,1709328780816721754,18
Baby_Distance,1709328781821023708,18
Baby_Distance,1709328783525759807,18
Baby_Distance,1709328783816365629,18
Baby_Distance,1709328784823235133,18
Baby_Distance,1709328785822055525,18
Baby_Distance,1709328787527252954,18
Baby_Distance,1709328787826602789,18
Baby_Distance,1709328788821307803,18
Baby_Distance,1709328789821402475,19
Baby_Distance,1709328790818679670,18
Baby_Distance,1709328791823102085,18
Baby_Distance,1709328792822935314,18
Baby_Distance,1709328793819381225,18
Baby_Distance,1709328795528545878,18
Baby_Distance,1709328795822087062,18
Baby_Distance,1709328796825175445,18
Baby_Distance,1709328797822767981,18
Baby_Distance,1709328798822058896,18
Baby_Distance,1709328799824365370,18
Baby_Distance,1709328800820019233,18
Baby_Distance,1709328801823896175,18
Baby_Distance,1709328803535187125,18
Baby_Distance,1709328803824948759,18
Baby_Distance,1709328804823350174,18
Baby_Distance,1709328805824333297,18
Baby_Distance,1709328806825435903,18
Baby_Distance,1709328807829191258,18
Baby_Distance,1709328808828421748,18
Baby_Distance,1709328809828132292,18
Baby_Distance,1709328810825410146,18
Baby_Distance,1709328811827375268,18
Baby_Distance,1709328812828835814,18
Baby_Distance,1709328813830483082,18
Baby_Distance,1709328815537500553,18
Baby_Distance,1709328815830421557,18
Baby_Distance,1709328816832131963,18
Baby_Distance,1709328817833049877,18
Baby_Distance,1709328819539449568,18
Baby_Distance,1709328819834585148,18
Baby_Distance,1709328820833365379,18
Baby_Distance,1709328821836593661,19
Baby_Distance,1709328823542756142,19
Baby_Distance,1709328823839817809,19
Baby_Distance,1709328824835228026,19
Baby_Distance,1709328825835760247,19
Baby_Distance,1709328827545701849,19
Baby_Distance,1709328827835982675,19
Baby_Distance,1709328828837115218,19
Baby_Distance,1709328829841183841,20
Baby_Distance,1709328830834949508,20
Baby_Distance,1709328831840072404,20
Baby_Distance,1709328832839255496,19
Baby_Distance,1709328833839204889,20
Baby_Distance,1709328835546558750,10
Baby_Distance,1709328835841076644,20
Baby_Distance,1709328836842693644,20
Baby_Distance,1709328837841068948,20
Baby_Distance,1709328839555083006,20
Baby_Distance,1709328839842864382,20
Baby_Distance,1709328840841377094,20
Baby_Distance,1709328841845982482,20
Baby_Distance,1709328843550524644,255
Baby_Distance,1709328843844817080,20
Baby_Distance,1709328844843862305,20
Baby_Distance,1709328845846293034,20
Baby_Distance,1709328847554468483,20
Baby_Distance,1709328847855217345,20
Baby_Distance,1709328848847554604,20
Baby_Distance,1709328849848155152,20
Baby_Distance,1709328851551443938,20
Baby_Distance,1709328851848862147,20
Baby_Distance,1709328852855057778,20
Baby_Distance,1709328853861311381,20
Baby_Distance,1709328855574923833,20
Baby_Distance,1709328855855707716,20
Baby_Distance,1709328856859702647,20
Baby_Distance,1709328857857074755,20
Baby_Distance,1709328859566100229,20
Baby_Distance,1709328859852919550,20
Baby_Distance,1709328860852021452,20
Baby_Distance,1709328861856444577,20
Baby_Distance,1709328863568328654,20
Baby_Distance,1709328863858562908,20
Baby_Distance,1709328864857228265,19
Baby_Distance,1709328865857993041,20
Baby_Distance,1709328867563564369,20
Baby_Distance,1709328867861517333,20
Baby_Distance,1709328868862874461,20
Baby_Distance,1709328869861527441,19
Baby_Distance,1709328871564462196,20
Baby_Distance,1709328871865814415,20
Baby_Distance,1709328872861557685,20
Baby_Distance,1709328873862017545,20
Baby_Distance,1709328875579116619,20
Baby_Distance,1709328875865882260,20
Baby_Distance,1709328876866444736,20
Baby_Distance,1709328877867206380,20
Baby_Distance,1709328879569661345,20
Baby_Distance,1709328879861816179,20
Baby_Distance,1709328880862844760,20
Baby_Distance,1709328881866579216,20
Baby_Distance,1709328883577361346,19
Baby_Distance,1709328883871521016,20
Baby_Distance,1709328884870051033,20
Baby_Distance,1709328885871019790,20
Baby_Distance,1709328887580309402,19
Baby_Distance,1709328887871627166,20
Baby_Distance,1709328888872863276,20
Baby_Distance,1709328889871279874,20
Baby_Distance,1709328891574999387,20
Baby_Distance,1709328891871934206,20
Baby_Distance,1709328892873003926,20
Baby_Distance,1709328893873407350,20
Baby_Distance,1709328895579344948,20
Baby_Distance,1709328895875239466,20
Baby_Distance,1709328896872670939,20
Baby_Distance,1709328897875425771,20
Baby_Distance,1709328899582779011,20
Baby_Distance,1709328899875587091,20
Baby_Distance,1709328900873708054,20
Baby_Distance,1709328901891218807,19
Baby_Distance,1709328903598964309,19
Baby_Distance,1709328903892650982,20
Baby_Distance,1709328904893084290,20
Baby_Distance,1709328905892566201,19
Baby_Distance,1709328907600319435,20
Baby_Distance,1709328907894280955,20
Baby_Distance,1709328908893377462,20
Baby_Distance,1709328909893270791,20
Baby_Distance,1709328911597031155,20
Baby_Distance,1709328911893338916,20
Baby_Distance,1709328912894400270,20
Baby_Distance,1709328913891560191,20
Baby_Distance,1709328915599058527,20
Baby_Distance,1709328915892658651,20
Baby_Distance,1709328916896577346,20
Baby_Distance,1709328917907008613,20
Baby_Distance,1709328919615164990,20
Baby_Distance,1709328919908162465,20
Baby_Distance,1709328920903987678,20
Baby_Distance,1709328921907368113,20
Baby_Distance,1709328923615218525,20
Baby_Distance,1709328923909570945,20
Baby_Distance,1709328924909194484,20
Baby_Distance,1709328925910204060,20
Baby_Distance,1709328927611891041,20
Baby_Distance,1709328927908959804,20
Baby_Distance,1709328928910163973,20
Baby_Distance,1709328929909630759,20
Baby_Distance,1709328931619309801,255
Baby_Distance,1709328931911352763,20
Baby_Distance,1709328932908615353,20
Baby_Distance,1709328933909417457,19
Baby_Distance,1709328935615304930,9
Baby_Distance,1709328935909701892,20
Baby_Distance,1709328936909778647,20
Baby_Distance,1709328937909919518,20
Baby_Distance,1709328938908516808,19
Baby_Distance,1709328939910051064,19
Baby_Distance,1709328940908977474,20
Baby_Distance,1709328941908907735,19
Baby_Distance,1709328942909177529,20
Baby_Distance,1709328943918429151,20
Baby_Distance,1709328944911286076,19
Baby_Distance,1709328945910969217,20
Baby_Distance,1709328947617558107,20
Baby_Distance,1709328947913234398,20
Baby_Distance,1709328948914967016,20
Baby_Distance,1709328949916335473,20
Baby_Distance,1709328950906147069,20
Baby_Distance,1709328951912190819,20
Baby_Distance,1709328952913825430,19
Baby_Distance,1709328953912605997,20
Baby_Distance,1709328955618402697,20
Baby_Distance,1709328955912443640,20
Baby_Distance,1709328956911170831,19
Baby_Distance,1709328957911446351,20
Baby_Distance,1709328958911840416,522
Baby_Distance,1709328959911318498,9
Baby_Distance,1709328960907308218,10
Baby_Distance,1709328961913488250,11
Baby_Distance,1709328962912141451,11
Baby_Distance,1709328963912380167,11
Baby_Distance,1709328964932330082,11
Baby_Distance,1709328965914792703,11
Baby_Distance,1709328967619426819,11
Baby_Distance,1709328967914293862,11
Baby_Distance,1709328968914609989,11
Baby_Distance,1709328969915541586,11
Baby_Distance,1709328971625515954,11
Baby_Distance,1709328971916565104,11
Baby_Distance,1709328972916898120,11
Baby_Distance,1709328973919100346,11
Baby_Distance,1709328974912150334,11
Baby_Distance,1709328975917278541,11
Baby_Distance,1709328976919577027,11
Baby_Distance,1709328977917133354,11
Baby_Distance,1709328979628429685,11
Baby_Distance,1709328979916360161,11
Baby_Distance,1709328980916432890,11
Baby_Distance,1709328981919609824,11
Baby_Distance,1709328983631703151,11
Baby_Distance,1709328983923215591,11
Baby_Distance,1709328984920028506,11
Baby_Distance,1709328985923301910,11
Baby_Distance,1709328987629088729,11
Baby_Distance,1709328987920582006,11
Baby_Distance,1709328988923689066,11
Baby_Distance,1709328989923102763,11
Baby_Distance,1709328991628186013,11
Baby_Distance,1709328991927634928,11
Baby_Distance,1709328992923964068,11
Baby_Distance,1709328993924720686,11
Baby_Distance,1709328995635593821,11
Baby_Distance,1709328995928379599,11
Baby_Distance,1709328996928688989,11
Baby_Distance,1709328997927795368,11
Baby_Distance,1709328999635135886,11
Baby_Distance,1709328999929809522,11
Baby_Distance,1709329000926051915,11
Baby_Distance,1709329001934586485,11
Baby_Distance,1709329003636418875,11
Baby_Distance,1709329003928643100,11
Baby_Distance,1709329004932275882,11
Baby_Distance,1709329005932622278,11
Baby_Distance,1709329007639779348,11
Baby_Distance,1709329007932922790,11
Baby_Distance,1709329008934856426,11
Baby_Distance,1709329009936336786,11
Baby_Distance,1709329011637896561,11
Baby_Distance,1709329011937989710,11
Baby_Distance,1709329012937424568,11
Baby_Distance,1709329013937974164,11
Baby_Distance,1709329015650056091,11
Baby_Distance,1709329015938675136,11
Baby_Distance,1709329016937622666,11
Baby_Distance,1709329017939251642,13
Baby_Distance,1709329019649377036,17
Baby_Distance,1709329019943582566,18
Baby_Distance,1709329020940369077,17
Baby_Distance,1709329021939250162,17
Baby_Distance,1709329023646885276,18
Baby_Distance,1709329023939642432,17
Baby_Distance,1709329024941753873,17
Baby_Distance,1709329025943521465,18
Baby_Distance,1709329027648816559,18
Baby_Distance,1709329027945868800,18
Baby_Distance,1709329028946150627,18
Baby_Distance,1709329029944618456,18
Baby_Distance,1709329031646544628,18
Baby_Distance,1709329031946100556,18
Baby_Distance,1709329032946982600,18
Baby_Distance,1709329033947426107,18
Baby_Distance,1709329035660008127,18
Baby_Distance,1709329035949354165,18
Baby_Distance,1709329036970157782,18
Baby_Distance,1709329037948183240,18
Baby_Distance,1709329039658702009,18
Baby_Distance,1709329039952060320,20
Baby_Distance,1709329040946775438,16
Baby_Distance,1709329041951570507,16
Baby_Distance,1709329043658997540,16
Baby_Distance,1709329043959856701,16
Baby_Distance,1709329044958577330,16
Baby_Distance,1709329045958006604,16
Baby_Distance,1709329047665689124,16
Baby_Distance,1709329047956982921,16
Baby_Distance,1709329048959622551,16
Baby_Distance,1709329049957660541,16
Baby_Distance,1709329051662620801,16
Baby_Distance,1709329051957696925,16
Baby_Distance,1709329052959267301,16
Baby_Distance,1709329053958857116,16
Baby_Distance,1709329055667860551,16
Baby_Distance,1709329055961720435,16
Baby_Distance,1709329056962263378,16
Baby_Distance,1709329057968681555,16
Baby_Distance,1709329059673599976,16
Baby_Distance,1709329059966175286,16
Baby_Distance,1709329060963007010,16
Baby_Distance,1709329061966446410,16
Baby_Distance,1709329063676855967,16
Baby_Distance,1709329063965605362,16
Baby_Distance,1709329064965969266,16
Baby_Distance,1709329065966307130,16
Baby_Distance,1709329067675038588,16
Baby_Distance,1709329067966799586,16
Baby_Distance,1709329068966376316,16
Baby_Distance,1709329069965368781,16
Baby_Distance,1709329071671869956,16
Baby_Distance,1709329071967759216,18
Baby_Distance,1709329072967414342,120
Baby_Distance,1709329073967160667,52
Baby_Distance,1709329075673738162,120
Baby_Distance,1709329075980224767,120
Baby_Distance,1709329076967922672,120
Baby_Distance,1709329077968416243,120
Baby_Distance,1709329079681631742,120
Baby_Distance,1709329079971483904,120
Baby_Distance,1709329080967398757,120
Baby_Distance,1709329081970028473,120
Baby_Distance,1709329083676837563,120
Baby_Distance,1709329083974171305,120
Baby_Distance,1709329084981594390,120
Baby_Distance,1709329085973763284,120
Baby_Distance,1709329087680483538,120
