name,time,not_ideal_temp_conditions
Not_Ideal_Env,1710007859130069158,1
Not_Ideal_Env,1710007864155333846,1
Not_Ideal_Env,1710007869133413145,1
Not_Ideal_Env,1710007874128791039,1
Not_Ideal_Env,1710007879137848275,1
Not_Ideal_Env,1710007884128745981,1
Not_Ideal_Env,1710007889138245194,1
Not_Ideal_Env,1710007894140399048,1
Not_Ideal_Env,1710007899132170213,1
Not_Ideal_Env,1710007904160181036,1
Not_Ideal_Env,1710007909124144092,1
Not_Ideal_Env,1710007914130274696,1
Not_Ideal_Env,1710007919130259101,1
Not_Ideal_Env,1710007924150860472,1
Not_Ideal_Env,1710007929141301842,1
Not_Ideal_Env,1710007934146332808,1
Not_Ideal_Env,1710007939175277184,1
Not_Ideal_Env,1710007944141854769,1
Not_Ideal_Env,1710007949154907906,1
Not_Ideal_Env,1710007954149207553,1
Not_Ideal_Env,1710007959176562913,1
Not_Ideal_Env,1710007964234129155,1
Not_Ideal_Env,1710007969150997536,1
Not_Ideal_Env,1710007974155820717,1
Not_Ideal_Env,1710007979156804248,1
Not_Ideal_Env,1710007984234020858,1
Not_Ideal_Env,1710007989187121253,1
Not_Ideal_Env,1710007994221862620,1
Not_Ideal_Env,1710007999203810276,1
Not_Ideal_Env,1710008004244327286,1
Not_Ideal_Env,1710008009256375636,1
Not_Ideal_Env,1710008014271037485,1
Not_Ideal_Env,1710008019247267695,1
Not_Ideal_Env,1710008024241912690,1
Not_Ideal_Env,1710008029224434632,1
Not_Ideal_Env,1710008034230677325,1
Not_Ideal_Env,1710008039227942576,1
Not_Ideal_Env,1710008044226655965,1
Not_Ideal_Env,1710008049229541490,1
Not_Ideal_Env,1710008054330521723,1
Not_Ideal_Env,1710008059259007549,1
Not_Ideal_Env,1710008064271296060,1
Not_Ideal_Env,1710008069251158059,1
Not_Ideal_Env,1710008074276557019,1
Not_Ideal_Env,1710008079253771566,1
Not_Ideal_Env,1710008084302323954,1
Not_Ideal_Env,1710008089264839222,1
Not_Ideal_Env,1710008094259543122,1
Not_Ideal_Env,1710008099261093000,1
Not_Ideal_Env,1710008104272164157,1
Not_Ideal_Env,1710008109269360754,1
Not_Ideal_Env,1710008114267248980,1
Not_Ideal_Env,1710008119262465410,1
Not_Ideal_Env,1710008124279279422,1
Not_Ideal_Env,1710008129276429627,1
Not_Ideal_Env,1710008134292785288,1
Not_Ideal_Env,1710008139293579884,1
Not_Ideal_Env,1710008144357329025,1
Not_Ideal_Env,1710008149294448659,1
Not_Ideal_Env,1710008154310354437,1
Not_Ideal_Env,1710008159303483034,1
Not_Ideal_Env,1710008164322573465,1
Not_Ideal_Env,1710008169294586242,1
Not_Ideal_Env,1710008174289456387,1
Not_Ideal_Env,1710008179294818222,1
Not_Ideal_Env,1710008184544983429,1
Not_Ideal_Env,1710008189365674654,1
Not_Ideal_Env,1710008194365841918,1
Not_Ideal_Env,1710008199377065610,1
Not_Ideal_Env,1710008204377281183,1
Not_Ideal_Env,1710008209406350974,1
Not_Ideal_Env,1710008214361883479,1
Not_Ideal_Env,1710008219375225603,1
Not_Ideal_Env,1710008224372168849,1
Not_Ideal_Env,1710008229374250629,1
Not_Ideal_Env,1710008234463254042,1
Not_Ideal_Env,1710008239381768537,1
Not_Ideal_Env,1710008244390649339,1
Not_Ideal_Env,1710008249369751838,1
Not_Ideal_Env,1710008254401474811,1
Not_Ideal_Env,1710008259419369572,1
Not_Ideal_Env,1710008264412031481,1
Not_Ideal_Env,1710008269367225743,1
Not_Ideal_Env,1710008274377731145,1
Not_Ideal_Env,1710008279378747431,1
Not_Ideal_Env,1710008284462280838,1
Not_Ideal_Env,1710008289373741161,1
Not_Ideal_Env,1710008294409930724,1
Not_Ideal_Env,1710008299394220302,1
Not_Ideal_Env,1710008304432400974,1
Not_Ideal_Env,1710008309468266667,1
Not_Ideal_Env,1710008314429350802,1
Not_Ideal_Env,1710008319422687264,1
Not_Ideal_Env,1710008324430793885,1
Not_Ideal_Env,1710008329430197428,1
Not_Ideal_Env,1710008334492291351,1
Not_Ideal_Env,1710008339458777289,1
