name,time,CO
C_O,1709712478252313148,0.00000
C_O,1709712483209378482,0.00000
C_O,1709712488267143294,0.00000
C_O,1709712493290777903,0.00000
C_O,1709712498503752595,0.00000
C_O,1709712503320698949,0.00000
C_O,1709712508262933637,0.00000
C_O,1709712513253606970,0.00000
C_O,1709712518444898903,0.00000
C_O,1709712523312295692,0.00000
C_O,1709712528314311109,0.00000
C_O,1709712533299136915,0.00000
C_O,1709712538351292473,0.00000
C_O,1709712543333423474,0.00000
C_O,1709712548334574116,0.00000
C_O,1709712553321328944,0.00000
C_O,1709712558553425144,0.00000
C_O,1709712563422881649,0.00000
C_O,1709712568424517305,0.00000
C_O,1709712573441086048,0.00000
C_O,1709712578516686330,0.00000
C_O,1709712583493796958,0.00000
C_O,1709712588510419477,0.00000
C_O,1709712593504566408,0.00000
C_O,1709712598714946643,0.00000
C_O,1709712603576270962,0.00000
C_O,1709712608585842889,0.00000
C_O,1709712613592601637,0.00000
C_O,1709712618709692913,0.00000
C_O,1709712623685441655,0.00000
C_O,1709712628700048540,0.00000
C_O,1709712633607652041,0.00000
C_O,1709712639136017395,0.00000
C_O,1709712643631053962,0.00000
C_O,1709712648659155580,0.00000
C_O,1709712653645749359,0.00000
C_O,1709712658849387375,0.00000
C_O,1709712663760098013,0.00000
C_O,1709712668742226831,0.00000
C_O,1709712673735307859,0.00000
C_O,1709712679014982825,0.00000
C_O,1709712683798759216,0.00000
C_O,1709712688810494507,0.00000
C_O,1709712693812982155,0.00000
C_O,1709712698920870204,0.00000
C_O,1709712703867458734,0.00000
C_O,1709712708870993963,0.00000
C_O,1709712713872134712,0.00000
C_O,1709712719079620081,0.00000
C_O,1709712723969474326,0.00000
C_O,1709712728998161925,0.00000
C_O,1709712733982289766,0.00000
C_O,1709712739127180602,0.00000
C_O,1709712744052360792,0.00000
C_O,1709712749043004642,0.00000
C_O,1709712754037332281,0.00000
C_O,1709712759079552054,0.00000
C_O,1709712764068561514,0.00000
C_O,1709712769079035768,0.00000
C_O,1709712774085572993,0.00000
C_O,1709712779317449171,0.00000
C_O,1709712784133069906,0.00000
C_O,1709712789174074958,0.00000
C_O,1709712794161735272,0.00000
C_O,1709712799403537760,0.00000
C_O,1709712804296201281,0.00000
C_O,1709712809323148632,0.00000
C_O,1709712814326264516,0.00000
C_O,1709712819429546593,0.00000
C_O,1709712824358462985,0.00000
C_O,1709712829398774505,0.00000
C_O,1709712834419965800,0.00000
C_O,1709712839445747808,0.00000
C_O,1709712844420397054,0.00000
C_O,1709712849465978698,0.00000
C_O,1709712854460179976,0.00000
C_O,1709712859490214403,0.00000
C_O,1709712864486541083,0.00000
C_O,1709712869484055933,0.00000
C_O,1709712874490093104,0.00000
C_O,1709712879510300553,0.00000
C_O,1709712884462491317,0.00000
C_O,1709712889537433850,0.00000
C_O,1709712894512518515,0.00000
C_O,1709712899600247313,0.00000
C_O,1709712904552366913,0.00000
C_O,1709712909539800757,0.00000
C_O,1709712914612144106,0.00000
C_O,1709712919637224424,0.00000
C_O,1709712924663467652,0.00000
C_O,1709712929667921860,0.00000
C_O,1709712934643154666,0.00000
C_O,1709712939696892042,0.00000
C_O,1709712944659222158,0.00000
C_O,1709712949713265046,0.00000
C_O,1709712954715726580,0.00000
C_O,1709712959739044576,0.00000
C_O,1709712964693284589,0.00000
C_O,1709712969776204274,0.00000
C_O,1709712974758958855,0.00000
C_O,1709712979757930428,0.00000
C_O,1709712984801632736,0.00000
C_O,1709712989769502909,0.00000
C_O,1709712994769392438,0.00000
C_O,1709712999808647192,0.00000
C_O,1709713004843713721,0.00000
C_O,1709713009842286523,0.00000
C_O,1709713014871014309,0.00000
C_O,1709713019915245079,0.00000
C_O,1709713025074971173,0.00000
C_O,1709713029890503619,0.00000
C_O,1709713034964164941,0.00000
C_O,1709713039900652175,0.00000
C_O,1709713044898585473,0.00000
C_O,1709713049898416837,0.00000
C_O,1709713054906264222,0.00000
C_O,1709713060029229120,0.00000
C_O,1709713064928316677,0.00000
C_O,1709713070011117747,0.00000
C_O,1709713075003173746,0.00000
C_O,1709713080043260056,0.00000
C_O,1709713085093085926,0.00000
C_O,1709713090097863451,0.00000
C_O,1709713095121223850,0.00000
C_O,1709713100223509598,0.00000
C_O,1709713105160771736,0.00000
C_O,1709713110170782415,0.00000
C_O,1709713115223455603,0.00000
C_O,1709713120365020422,0.00000
C_O,1709713125300762656,0.00000
C_O,1709713130293269297,0.00000
C_O,1709713135299108355,0.00000
C_O,1709713140307133551,0.00000
C_O,1709713145349402160,0.00000
C_O,1709713150350435543,0.00000
C_O,1709713155314406606,0.00000
C_O,1709713160309603536,0.00000
C_O,1709713165346451053,0.00000
C_O,1709713170380684457,0.00000
C_O,1709713175349173625,0.00000
C_O,1709713180393635439,0.00000
C_O,1709713185358607890,0.00000
C_O,1709713190421743201,0.00000
C_O,1709713195450128115,0.00000
C_O,1709713200492671226,0.00000
C_O,1709713205495793845,0.00000
C_O,1709713210460652742,0.00000
C_O,1709713215517133002,0.00000
C_O,1709713220581338949,0.00000
C_O,1709713225550952523,0.00000
C_O,1709713230559987464,0.00000
C_O,1709713235536025774,0.00000
C_O,1709713240585736709,0.00000
C_O,1709713245575336940,0.00000
C_O,1709713250605931109,0.00000
C_O,1709713255601208967,0.00000
C_O,1709713260860640503,0.00000
C_O,1709713265723380343,0.00000
C_O,1709713270776029901,0.00000
C_O,1709713275709309142,0.00000
C_O,1709713280737229151,0.00000
C_O,1709713285719662482,0.00000
C_O,1709713290708023327,0.00000
C_O,1709713295730974872,0.00000
C_O,1709713300777753659,0.00000
C_O,1709713305741534360,0.00000
C_O,1709713310798671557,0.00000
C_O,1709713315770162489,0.00000
C_O,1709713320835868770,0.00000
C_O,1709713325771122462,0.00000
C_O,1709713330776408543,0.00000
C_O,1709713335826412206,0.00000
C_O,1709713340925489477,0.00000
C_O,1709713345895476116,0.00000
C_O,1709713350873856549,0.00000
C_O,1709713355899264647,0.00000
C_O,1709713360875741292,0.00000
C_O,1709713365903944034,0.00000
C_O,1709713371074612733,0.00000
C_O,1709713375957038046,0.00000
C_O,1709713381012721332,0.00000
C_O,1709713385962359556,0.00000
C_O,1709713391267655813,0.00000
C_O,1709713396016999453,0.00000
C_O,1709713401050925471,0.00000
C_O,1709713406023058653,0.00000
C_O,1709713411073261909,0.00000
C_O,1709713416044384072,0.00000
C_O,1709713421124131201,0.00000
C_O,1709713426043429171,0.00000
C_O,1709713431115036428,0.00000
C_O,1709713436052509628,0.00000
C_O,1709713441364718293,0.00000
C_O,1709713446167520521,0.00000
C_O,1709713451168045355,0.00000
C_O,1709713456101848615,0.00000
C_O,1709713461143924668,0.00000
C_O,1709713466119993956,0.00000
C_O,1709713471132732136,0.00000
C_O,1709713476145531318,0.00000
C_O,1709713481311785998,0.00000
C_O,1709713486174501688,0.00000
C_O,1709713491186079099,0.00000
C_O,1709713496172452240,0.00000
C_O,1709713501361047921,0.00000
C_O,1709713506248116713,0.00000
C_O,1709713511347554984,0.00000
C_O,1709713516261229327,0.00000
C_O,1709713521372458904,0.00000
C_O,1709713526355085655,0.00000
C_O,1709713531355282428,0.00000
C_O,1709713536360675232,0.00000
C_O,1709713541459131529,0.00000
C_O,1709713546400602992,0.00000
C_O,1709713551410067892,0.00000
C_O,1709713556419649478,0.00000
C_O,1709713561505689076,0.00000
C_O,1709713566482777481,0.00000
C_O,1709713571485666602,0.00000
C_O,1709713576492547761,0.00000
C_O,1709713581552772251,0.00000
C_O,1709713586530363097,0.00000
C_O,1709713591550807579,0.00000
C_O,1709713596560201415,0.00000
C_O,1709713601612011226,0.00000
C_O,1709713606572417115,0.00000
C_O,1709713611614884006,0.00000
C_O,1709713616600773701,0.00000
C_O,1709713621697449916,0.00000
C_O,1709713626646322603,0.00000
C_O,1709713631652326824,0.00000
C_O,1709713636639222678,0.00000
C_O,1709713641766672957,0.00000
C_O,1709713646685772657,0.00000
C_O,1709713651698783774,0.00000
C_O,1709713656680113088,0.00000
C_O,1709713661728601637,0.00000
C_O,1709713666697271736,0.00000
C_O,1709713671695214629,0.00000
C_O,1709713676702200160,0.00000
C_O,1709713681819436382,0.00000
C_O,1709713686790089526,0.00000
C_O,1709713691801843859,0.00000
C_O,1709713696795890500,0.00000
C_O,1709713701828299877,0.00000
C_O,1709713706792478519,0.00000
C_O,1709713711836148582,0.00000
C_O,1709713716806276073,0.00000
C_O,1709713721868222223,0.00000
C_O,1709713726856439197,0.00000
C_O,1709713731881591144,0.00000
C_O,1709713736843151892,0.00000
C_O,1709713741967029670,0.00000
C_O,1709713746912707946,0.00000
C_O,1709713751906792344,0.00000
C_O,1709713756933393313,0.00000
C_O,1709713761962832864,0.00000
C_O,1709713766935923724,0.00000
C_O,1709713771967378816,0.00000
C_O,1709713776939985373,0.00000
C_O,1709713781998447313,0.00000
C_O,1709713786987437402,0.00000
C_O,1709713791987888569,0.00000
C_O,1709713796973943060,0.00000
C_O,1709713802019539806,0.00000
C_O,1709713807013619477,0.00000
C_O,1709713812012925626,0.00000
C_O,1709713816995132912,0.00000
C_O,1709713822146016335,0.00000
C_O,1709713827104176510,0.00000
C_O,1709713832129221308,0.00000
C_O,1709713837110494606,0.00000
C_O,1709713842190964094,0.00000
C_O,1709713847135270727,0.00000
C_O,1709713852136736741,0.00000
C_O,1709713857149562185,0.00000
C_O,1709713862192875509,0.00000
C_O,1709713867174640732,0.00000
C_O,1709713872165840437,0.00000
C_O,1709713877192288614,0.00000
C_O,1709713882359200698,0.00000
C_O,1709713887315228492,0.00000
C_O,1709713892320060846,0.00000
C_O,1709713897246105230,0.00000
C_O,1709713902511691512,0.00000
C_O,1709713907322705619,0.00000
C_O,1709713912350728543,0.00000
C_O,1709713917361495515,0.00000
C_O,1709713922453237813,0.00000
C_O,1709713927373519501,0.00000
C_O,1709713932383260605,0.00000
C_O,1709713937390247422,0.00000
C_O,1709713942433213344,0.00000
C_O,1709713947419621136,0.00000
C_O,1709713952430182117,0.00000
C_O,1709713957422037422,0.00000
C_O,1709713962626475162,0.00000
C_O,1709713967504487044,0.00000
C_O,1709713972507021027,0.00000
C_O,1709713977507777199,0.00000
C_O,1709713982495328449,0.00000
C_O,1709713987498453444,0.00000
C_O,1709713992516440673,0.00000
C_O,1709713997482746433,0.00000
C_O,1709714002721732443,0.00000
C_O,1709714007605288863,0.00000
C_O,1709714012605818547,0.00000
C_O,1709714017603602304,0.00000
C_O,1709714022734729456,0.00000
C_O,1709714027635285997,0.00000
C_O,1709714032661866750,0.00000
C_O,1709714037643796124,0.00000
C_O,1709714042965219335,0.00000
C_O,1709714047760582984,0.00000
C_O,1709714052762769714,0.00000
C_O,1709714057687394016,0.00000
C_O,1709714062797709934,0.00000
C_O,1709714067729422906,0.00000
C_O,1709714072744946551,0.00000
C_O,1709714077714983521,0.00000
C_O,1709714082789025368,0.00000
C_O,1709714087780184948,0.00000
C_O,1709714092776833950,0.00000
C_O,1709714097784333167,0.00000
C_O,1709714102939949262,0.00000
C_O,1709714107848035502,0.00000
C_O,1709714112875214766,0.00000
C_O,1709714117855290235,0.00000
C_O,1709714122912683282,0.00000
C_O,1709714127892308055,0.00000
C_O,1709714132887711391,0.00000
C_O,1709714137886170560,0.00000
C_O,1709714143074604266,0.00000
C_O,1709714147954832599,0.00000
C_O,1709714152978478151,0.00000
C_O,1709714157989567690,0.00000
C_O,1709714163169722447,0.00000
C_O,1709714168030650857,0.00000
C_O,1709714173041696332,0.00000
C_O,1709714178029748648,0.00000
C_O,1709714183103791725,0.00000
C_O,1709714188072297872,0.00000
C_O,1709714193082618672,0.00000
C_O,1709714198072560801,0.00000
C_O,1709714203238543194,0.00000
C_O,1709714208222833453,0.00000
C_O,1709714213200673556,0.00000
C_O,1709714218197363071,0.00000
C_O,1709714223293423047,0.00000
C_O,1709714228256354308,0.00000
C_O,1709714233272088883,0.00000
C_O,1709714238258068745,0.00000
C_O,1709714243456539106,0.00000
C_O,1709714248325570095,0.00000
C_O,1709714253337505139,0.00000
C_O,1709714258325728191,0.00000
C_O,1709714263390599272,0.00000
C_O,1709714268360523849,0.00000
C_O,1709714273596596890,0.00000
C_O,1709714278368450488,0.00000
C_O,1709714283572530192,0.00000
C_O,1709714288481851864,0.00000
C_O,1709714293479605277,0.00000
C_O,1709714298459564527,0.00000
C_O,1709714303503411372,0.00000
C_O,1709714308517623991,0.00000
C_O,1709714313518603131,0.00000
C_O,1709714318497300399,0.00000
C_O,1709714323638860833,0.00000
C_O,1709714328557494761,0.00000
C_O,1709714333581820025,0.00000
C_O,1709714338584955348,0.00000
C_O,1709714343653415819,0.00000
C_O,1709714348591264994,0.00000
C_O,1709714353595351714,0.00000
C_O,1709714358608768631,0.00000
C_O,1709714363809685442,0.00000
C_O,1709714368694502671,0.00000
C_O,1709714373718553447,0.00000
C_O,1709714378696731875,0.00000
C_O,1709714384087325175,0.00000
C_O,1709714388769869981,0.00000
C_O,1709714393778843283,0.00000
C_O,1709714398786949280,0.00000
C_O,1709714403956649196,0.00000
C_O,1709714408930441906,0.00000
C_O,1709714413880519691,0.00000
C_O,1709714418872564372,0.00000
C_O,1709714424091434112,0.00000
C_O,1709714428970989675,0.00000
C_O,1709714433930148051,0.00000
C_O,1709714438868628018,0.00000
C_O,1709714444009737758,0.00000
C_O,1709714448923029775,0.00000
C_O,1709714453902543551,0.00000
C_O,1709714458881504039,0.00000
C_O,1709714464003369304,0.00000
C_O,1709714468982296394,0.00000
C_O,1709714474005867258,0.00000
C_O,1709714478979591940,0.00000
C_O,1709714484116944689,0.00000
C_O,1709714489095300511,0.00000
C_O,1709714494089967175,0.00000
C_O,1709714499114518280,0.00000
C_O,1709714504179678053,0.00000
C_O,1709714509145155422,0.00000
C_O,1709714514136549734,0.00000
C_O,1709714519133442225,0.00000
C_O,1709714524323055392,0.00000
C_O,1709714529224965333,0.00000
C_O,1709714534231870591,0.00000
C_O,1709714539219060216,0.00000
C_O,1709714544324070995,0.00000
C_O,1709714549294282648,0.00000
C_O,1709714554308001877,0.00000
C_O,1709714559343187525,0.00000
C_O,1709714564555915341,0.00000
C_O,1709714569410657634,0.00000
C_O,1709714574434053133,0.00000
C_O,1709714579424312894,0.00000
C_O,1709714584524458437,0.00000
C_O,1709714589454970737,0.00000
C_O,1709714594469596725,0.00000
C_O,1709714599438939473,0.00000
C_O,1709714604499539765,0.00000
C_O,1709714609488104099,0.00000
C_O,1709714614498492721,0.00000
C_O,1709714619513435625,0.00000
C_O,1709714624703884223,0.00000
C_O,1709714630275399729,0.00000
C_O,1709714635196399238,0.00000
C_O,1709714640181819354,0.00000
C_O,1709714645220125070,0.00000
C_O,1709714650186514318,0.00000
C_O,1709714655251256627,0.00000
C_O,1709714660213845533,0.00000
C_O,1709714665206651857,0.00000
C_O,1709714670192993557,0.00000
C_O,1709714675193526472,0.00000
C_O,1709714680191303984,0.00000
C_O,1709714685218585059,0.00000
C_O,1709714690207758275,0.00000
C_O,1709714695210887186,0.00000
C_O,1709714700205922413,0.00000
C_O,1709714708140764604,0.00000
C_O,1709714713088951238,0.00000
C_O,1709714718060236331,0.00000
C_O,1709714723087073276,0.00000
C_O,1709714728094647682,0.00000
C_O,1709714733086487727,0.00000
C_O,1709714738079799875,0.00000
C_O,1709714743124201372,0.00000
C_O,1709714748169757783,0.00000
C_O,1709714753181453114,0.00000
C_O,1709714758191144036,0.00000
C_O,1709714763188297424,0.00000
C_O,1709714768245679121,0.00000
C_O,1709714773223442390,0.00000
C_O,1709714778258968448,0.00000
C_O,1709714783314804945,0.00000
C_O,1709714788274483899,0.00000
C_O,1709714793239906939,0.00000
C_O,1709714798282751311,0.00000
C_O,1709714803549780829,0.00000
C_O,1709714810371332010,0.00000
C_O,1709714815387172996,0.00000
C_O,1709714820371732700,0.00000
C_O,1709714825464532435,0.00000
C_O,1709714831814083937,0.00000
C_O,1709714836796573287,0.00000
C_O,1709714841801528028,0.00000
C_O,1709714846810223522,0.00000
C_O,1709714851808667218,0.00000
C_O,1709714856783831823,0.00000
C_O,1709714861778803903,0.00000
C_O,1709714866781690071,0.00000
C_O,1709714871799367775,0.00000
C_O,1709714876786921755,0.00000
C_O,1709714881778129095,0.00000
C_O,1709714886820337347,0.00000
C_O,1709714892039369218,0.00000
C_O,1709714896961279294,0.00000
C_O,1709714901842900596,0.00000
C_O,1709714906848587498,0.00000
C_O,1709714912289644105,0.00000
C_O,1709714917224419240,0.00000
C_O,1709714922225019505,0.00000
C_O,1709714927247634381,0.00000
C_O,1709714932412317041,0.00000
C_O,1709714937350645988,0.00000
C_O,1709714942372459649,0.00000
C_O,1709714947344217456,0.00000
C_O,1709714952395261955,0.00000
C_O,1709714957371011696,0.00000
C_O,1709714963358611606,0.00000
C_O,1709714968319028749,0.00000
C_O,1709714973359081125,0.00000
C_O,1709714978365253482,0.00000
C_O,1709714983342307591,0.00000
C_O,1709714988343912250,0.00000
C_O,1709714993334519858,0.00000
C_O,1709714998327657550,0.00000
C_O,1709715003419975003,0.00000
C_O,1709715008347314952,0.00000
C_O,1709715013350710343,0.00000
C_O,1709715018355410974,0.00000
C_O,1709715023484738810,0.00000
C_O,1709715028450042324,0.00000
C_O,1709715033460825656,0.00000
C_O,1709715038459319127,0.00000
C_O,1709715043598253655,0.00000
C_O,1709715048505940382,0.00000
C_O,1709715053516733483,0.00000
C_O,1709715058504186777,0.00000
C_O,1709715063663764611,0.00000
C_O,1709715068591157722,0.00000
C_O,1709715073701117402,0.00000
C_O,1709715078614946158,0.00000
C_O,1709715083698841119,0.00000
C_O,1709715088659284364,0.00000
C_O,1709715093660283939,0.00000
C_O,1709715098653646989,0.00000
C_O,1709715103822370720,0.00000
C_O,1709715108772013587,0.00000
C_O,1709715113816435067,0.00000
C_O,1709715118715651818,0.00000
C_O,1709715123824123358,0.00000
C_O,1709715128796736209,0.00000
C_O,1709715133846137884,0.00000
C_O,1709715138897424438,0.00000
C_O,1709715144065709078,0.00000
C_O,1709715148916165121,0.00000
C_O,1709715153916313202,0.00000
C_O,1709715158983063963,0.00000
C_O,1709715163959938529,0.00000
C_O,1709715169019593532,0.00000
C_O,1709715174055993733,0.00000
C_O,1709715179008320969,0.00000
C_O,1709715184025346563,0.00000
C_O,1709715189099454004,0.00000
C_O,1709715194072690673,0.00000
C_O,1709715199065103417,0.00000
C_O,1709715204267496671,0.00000
C_O,1709715209139309000,0.00000
C_O,1709715214132777276,0.00000
C_O,1709715219138780796,0.00000
C_O,1709715224178360232,0.00000
C_O,1709715229149415766,0.00000
C_O,1709715234149607218,0.00000
C_O,1709715239140236731,0.00000
C_O,1709715244254849742,0.00000
C_O,1709715250949724411,0.00000
C_O,1709715255979129550,0.00000
C_O,1709715261054079039,0.00000
C_O,1709715265961634498,0.00000
C_O,1709715270969206272,0.00000
C_O,1709715275990258083,0.00000
C_O,1709715280970180623,0.00000
C_O,1709715285985215641,0.00000
C_O,1709715290967601854,0.00000
C_O,1709715295964767636,0.00000
C_O,1709715300955240439,0.00000
C_O,1709715305962535257,0.00000
C_O,1709715311138907516,0.00000
C_O,1709715316107875760,0.00000
C_O,1709715321047442023,0.00000
C_O,1709715326056830339,0.00000
C_O,1709715331182091421,0.00000
C_O,1709715336124473902,0.00000
C_O,1709715341129140624,0.00000
C_O,1709715346129723743,0.00000
C_O,1709715351292095605,0.00000
C_O,1709715356440170950,0.00000
C_O,1709715361349344639,0.00000
C_O,1709715366287849768,0.00000
C_O,1709715371447531172,0.00000
C_O,1709715376410550284,0.00000
C_O,1709715381406534168,0.00000
C_O,1709715386354080818,0.00000
C_O,1709715391544442224,0.00000
C_O,1709715396540540454,0.00000
C_O,1709715401398847782,0.00000
C_O,1709715406392456150,0.00000
C_O,1709715411684466547,0.00000
C_O,1709715416501439226,0.00000
C_O,1709715421560919525,0.00000
C_O,1709715426529290261,0.00000
C_O,1709715431611076212,0.00000
C_O,1709715436672291274,0.00000
C_O,1709715441680531659,0.00000
C_O,1709715446606566959,0.00000
C_O,1709715451756868840,0.00000
C_O,1709715456628820652,0.00000
C_O,1709715461628864339,0.00000
C_O,1709715466628492810,0.00000
C_O,1709715471792058871,0.00000
C_O,1709715476716371779,0.00000
C_O,1709715481777621037,0.00000
C_O,1709715486706362104,0.00000
C_O,1709715491936542276,0.00000
C_O,1709715496813605534,0.00000
C_O,1709715501815814521,0.00000
C_O,1709715506825440789,0.00000
C_O,1709715511954640028,0.00000
C_O,1709715516905503906,0.00000
C_O,1709715521914930048,0.00000
C_O,1709715526902479889,0.00000
C_O,1709715532147839471,0.00000
C_O,1709715537074089580,0.00000
C_O,1709715542060042576,0.00000
C_O,1709715547022874481,0.00000
C_O,1709715552059943069,0.00000
C_O,1709715557139615541,0.00000
C_O,1709715562142148868,0.00000
C_O,1709715567046715090,0.00000
C_O,1709715572223956411,0.00000
C_O,1709715577212627171,0.00000
C_O,1709715582200725217,0.00000
C_O,1709715587178483364,0.00000
C_O,1709715592259330944,0.00000
C_O,1709715597187029046,0.00000
C_O,1709715602213401635,0.00000
C_O,1709715607195939234,0.00000
C_O,1709715612463984789,0.00000
C_O,1709715617238264384,0.00000
C_O,1709715622333128223,0.00000
C_O,1709715627248210877,0.00000
C_O,1709715632404425721,0.00000
C_O,1709715637327049194,0.00000
C_O,1709715642404908797,0.00000
C_O,1709715647382581923,0.00000
C_O,1709715652495183115,0.00000
C_O,1709715657471539147,0.00000
C_O,1709715662697616480,0.00000
C_O,1709715668195506353,0.00000
C_O,1709715673149740815,0.00000
C_O,1709715678139288642,0.00000
C_O,1709715683147005623,0.00000
C_O,1709715688154569994,0.00000
C_O,1709715693099117616,0.00000
C_O,1709964475881063666,0.00000
C_O,1709964475998986784,0.00000
C_O,1709964476024635586,0.00000
C_O,1709964476111228570,0.00000
C_O,1709964476158054058,0.00000
C_O,1709964476261996712,0.00000
C_O,1709964476449932672,0.00000
C_O,1709964476646661252,0.00000
C_O,1709964476859613049,0.00000
C_O,1709964477050083738,0.00000
C_O,1709964477258617115,0.00000
C_O,1709964477494092623,0.00000
C_O,1709964478132511816,0.00000
C_O,1709964478316013367,0.00000
C_O,1709964480121246026,0.00000
C_O,1709964480150605283,0.00000
C_O,1710005337761618946,0.00000
C_O,1710005342744511902,0.00000
C_O,1710005347767388781,0.00000
C_O,1710005356729813172,0.00000
C_O,1710005361714733742,0.00000
C_O,1710005366712288220,0.00000
C_O,1710005371723962838,0.00000
C_O,1710005376701568965,0.00000
C_O,1710005381719186120,0.00000
C_O,1710005386716515783,0.00000
C_O,1710005391712368266,0.00000
C_O,1710005396728957514,0.00000
C_O,1710005401711904188,0.00000
C_O,1710005406721339195,0.00000
C_O,1710005411723266483,0.00000
C_O,1710005416746106957,0.00000
C_O,1710005421740000359,0.00000
