name,time,Propane
Pro_pane,1710062523653034864,2.00
Pro_pane,1710062528657271066,1.00
Pro_pane,1710062533677304276,1.00
Pro_pane,1710062538660932591,1.00
Pro_pane,1710062543661111302,2.00
Pro_pane,1710062548656914222,1.00
Pro_pane,1710062553654151246,1.00
Pro_pane,1710062558659784036,2.00
Pro_pane,1710062563665138380,0.00
Pro_pane,1710062568658001942,1.00
Pro_pane,1710062573656670963,2.00
Pro_pane,1710062578661117736,2.00
Pro_pane,1710062583656309874,0.00
Pro_pane,1710062588690298182,2.00
Pro_pane,1710062593671127980,1.00
Pro_pane,1710062598671782243,1.00
Pro_pane,1710062603673199162,2.00
Pro_pane,1710062608671843218,0.00
Pro_pane,1710062613671749619,1.00
Pro_pane,1710062618683474400,2.00
Pro_pane,1710062623671745921,2.00
Pro_pane,1710062628667822857,2.00
Pro_pane,1710062633670065940,1.00
Pro_pane,1710062638669988303,1.00
Pro_pane,1710062643676170615,0.00
Pro_pane,1710062648669675239,2.00
Pro_pane,1710062653671978041,0.00
Pro_pane,1710062658678622360,1.00
Pro_pane,1710062663676424876,1.00
Pro_pane,1710062668685255154,1.00
Pro_pane,1710062673673395465,1.00
Pro_pane,1710062678677802753,0.00
Pro_pane,1710062683675270688,0.00
Pro_pane,1710062688673620929,2.00
Pro_pane,1710062693674755091,1.00
Pro_pane,1710062698684059573,1.00
Pro_pane,1710062703680129505,1.00
Pro_pane,1710062708687657516,0.00
Pro_pane,1710062713680266605,1.00
Pro_pane,1710062718685960076,0.00
Pro_pane,1710062723682005610,1.00
Pro_pane,1710062728680311737,2.00
Pro_pane,1710062733676973410,1.00
Pro_pane,1710062738687547173,1.00
Pro_pane,1710062743676757602,1.00
Pro_pane,1710062748677060439,0.00
Pro_pane,1710062753677396114,0.00
Pro_pane,1710062758683458268,2.00
Pro_pane,1710062763686537900,1.00
Pro_pane,1710062768690542248,2.00
Pro_pane,1710062773686791322,1.00
Pro_pane,1710062778685313236,1.00
Pro_pane,1710062783689801319,1.00
Pro_pane,1710062788687813608,2.00
Pro_pane,1710062793687715927,1.00
Pro_pane,1710062798689518641,0.00
Pro_pane,1710062803684364002,1.00
Pro_pane,1710062808687715271,1.00
Pro_pane,1710062813695058132,1.00
Pro_pane,1710062818696731244,1.00
Pro_pane,1710062823705966257,0.00
Pro_pane,1710062828692265506,1.00
Pro_pane,1710062833703038768,1.00
Pro_pane,1710062838692993140,1.00
Pro_pane,1710062843693517796,0.00
Pro_pane,1710062848692235828,1.00
Pro_pane,1710062853692470720,2.00
Pro_pane,1710062858690452896,1.00
Pro_pane,1710062863698854733,1.00
Pro_pane,1710062868694848923,0.00
Pro_pane,1710062873694663305,1.00
Pro_pane,1710062878694913459,1.00
Pro_pane,1710062883696660946,0.00
Pro_pane,1710062888695515097,1.00
Pro_pane,1710062893699413555,2.00
Pro_pane,1710062898699179722,1.00
Pro_pane,1710062903703858635,1.00
Pro_pane,1710062908705971713,0.00
Pro_pane,1710062913712115405,2.00
Pro_pane,1710062918717153469,0.00
Pro_pane,1710062923712305609,2.00
Pro_pane,1710062928716984031,1.00
Pro_pane,1710062933712444237,2.00
Pro_pane,1710062938721220304,1.00
Pro_pane,1710062943721856174,2.00
Pro_pane,1710062948719034497,2.00
Pro_pane,1710062953718894170,2.00
Pro_pane,1710062958733322722,2.00
